Admit,Reject,Department,GRE,Quants,Verbal,TOEFL,IELTS,GPA,Work_Ex
NA,Purdue University,Mechanical Engineering,296,152,144,0,6.5,2.4,1
Purdue University,NA,Mechanical Engineering,323,163,160,106,0,3.2,8
NA,Penn State University,Computer Science,293,152,141,93,0,2.8,14
Penn State University,NA,Computer Science,328,170,158,0,7.5,4,4
NA,Penn State University,Computer Engineering,309,157,152,0,5.5,2.8,7
Penn State University,NA,Computer Engineering,340,170,170,0,9.5,3.1,21
NA,Penn State University,Electrical Engineering,313,163,150,0,6.5,3.4,21
Penn State University,NA,Electrical Engineering,339,170,169,117,0,3.2,10
NA,Penn State University,Management Of Technology,270,136,134,93,0,2.1,18
Penn State University,NA,Management Of Technology,323,164,159,0,7.5,3.5,11
NA,Penn State University,Mechanical Engineering,275,140,135,84,0,2.3,15
Penn State University,NA,Mechanical Engineering,331,170,161,102,0,3.7,13
NA,"University of California, Los Angeles",Computer Science,315,163,152,0,7.5,2.3,19
"University of California, Los Angeles",NA,Computer Science,330,170,160,119,0,3.8,1
NA,"University of California, Los Angeles",Computer Engineering,318,163,155,0,5.5,2.2,22
"University of California, Los Angeles",NA,Computer Engineering,322,162,160,0,6.5,4,7
NA,"University of California, Los Angeles",Electrical Engineering,304,157,147,0,6.5,2.2,19
"University of California, Los Angeles",NA,Electrical Engineering,334,168,166,0,9.5,3.1,12
NA,"University of California, Los Angeles",Management Of Technology,295,151,144,0,5.5,3.5,15
"University of California, Los Angeles",NA,Management Of Technology,336,170,166,119,0,3.7,12
NA,"University of California, Los Angeles",Mechanical Engineering,276,141,135,0,5.5,2.9,13
"University of California, Los Angeles",NA,Mechanical Engineering,334,170,164,0,6.5,3.6,21
NA,The University of Texas at Austin,Computer Science,311,157,154,93,0,1.9,20
The University of Texas at Austin,NA,Computer Science,328,170,158,0,9.5,3.5,11
NA,The University of Texas at Austin,Computer Engineering,293,153,140,0,6.5,1.9,10
The University of Texas at Austin,NA,Computer Engineering,340,170,170,0,7.5,3.1,4
NA,The University of Texas at Austin,Electrical Engineering,309,160,149,0,7.5,2.7,24
The University of Texas at Austin,NA,Electrical Engineering,324,165,159,0,8.5,3.8,12
NA,The University of Texas at Austin,Management Of Technology,269,136,133,92,0,3.2,14
The University of Texas at Austin,NA,Management Of Technology,328,170,158,103,0,3.2,14
NA,The University of Texas at Austin,Mechanical Engineering,289,149,140,0,7.5,2.7,2
The University of Texas at Austin,NA,Mechanical Engineering,340,170,170,119,0,3.8,5
NA,University of Pennsylvania,Computer Science,289,146,143,101,0,1.8,4
University of Pennsylvania,NA,Computer Science,332,168,164,104,0,3.5,12
NA,University of Pennsylvania,Computer Engineering,289,146,143,0,5.5,2.9,5
University of Pennsylvania,NA,Computer Engineering,339,170,169,120,0,3.4,13
NA,University of Pennsylvania,Electrical Engineering,294,150,144,83,0,1.7,3
University of Pennsylvania,NA,Electrical Engineering,331,172,159,0,7.5,3.6,1
NA,University of Pennsylvania,Management Of Technology,314,158,156,0,7.5,3.4,10
University of Pennsylvania,NA,Management Of Technology,336,170,166,0,6.5,3.4,6
NA,University of Pennsylvania,Mechanical Engineering,277,145,132,91,0,2.4,2
University of Pennsylvania,NA,Mechanical Engineering,329,168,161,0,8.5,3.4,3
NA,New York University,Computer Science,316,160,156,0,5.5,3.2,5
New York University,NA,Computer Science,335,170,165,0,9.5,3.1,22
NA,New York University,Computer Engineering,262,133,129,99,0,1.6,4
New York University,NA,Computer Engineering,334,168,166,119,0,3.8,7
NA,New York University,Electrical Engineering,281,144,137,95,0,2.4,16
New York University,NA,Electrical Engineering,331,171,160,0,9.5,3.4,15
NA,New York University,Management Of Technology,269,138,131,0,5.5,2.9,14
New York University,NA,Management Of Technology,324,163,161,102,0,3.8,14
NA,New York University,Mechanical Engineering,298,152,146,0,5.5,1.6,19
New York University,NA,Mechanical Engineering,321,164,157,112,0,3.3,22
NA,Carnegie Mellon University,Computer Science,309,156,153,98,0,2.2,7
Carnegie Mellon University,NA,Computer Science,322,167,155,0,7.5,4,19
NA,Carnegie Mellon University,Computer Engineering,303,157,146,0,5.5,3.3,19
Carnegie Mellon University,NA,Computer Engineering,337,170,167,114,0,3.2,2
NA,Carnegie Mellon University,Electrical Engineering,269,141,128,93,0,2,18
Carnegie Mellon University,NA,Electrical Engineering,330,168,162,0,7.5,3.1,8
NA,Carnegie Mellon University,Management Of Technology,309,160,149,101,0,2.3,7
Carnegie Mellon University,NA,Management Of Technology,328,170,158,0,7.5,4,14
NA,Carnegie Mellon University,Mechanical Engineering,279,142,137,99,0,2.4,9
Carnegie Mellon University,NA,Mechanical Engineering,337,170,167,107,0,3.5,6
NA,"University of California, Davis",Computer Science,306,159,147,0,5.5,2.6,19
"University of California, Davis",NA,Computer Science,328,167,161,0,9.5,3.2,9
NA,"University of California, Davis",Computer Engineering,277,140,137,87,0,2.2,19
"University of California, Davis",NA,Computer Engineering,339,170,169,101,0,4,22
NA,"University of California, Davis",Electrical Engineering,318,164,154,0,6.5,2.8,14
"University of California, Davis",NA,Electrical Engineering,324,164,160,0,7.5,3.3,2
NA,"University of California, Davis",Management Of Technology,297,153,144,81,0,2.7,4
"University of California, Davis",NA,Management Of Technology,326,167,159,110,0,3.1,5
NA,"University of California, Davis",Mechanical Engineering,290,150,140,0,6.5,2.2,6
"University of California, Davis",NA,Mechanical Engineering,331,170,161,0,8.5,3.9,6
NA,"University of California, San Diego",Computer Science,266,137,129,86,0,3.3,19
"University of California, San Diego",NA,Computer Science,325,166,159,101,0,3.3,3
NA,"University of California, San Diego",Computer Engineering,278,140,138,0,6.5,3.3,6
"University of California, San Diego",NA,Computer Engineering,322,163,159,0,7.5,3.4,1
NA,"University of California, San Diego",Electrical Engineering,281,144,137,0,7.5,2.3,8
"University of California, San Diego",NA,Electrical Engineering,322,165,157,0,6.5,3.6,4
NA,"University of California, San Diego",Management Of Technology,298,155,143,88,0,1.8,9
"University of California, San Diego",NA,Management Of Technology,339,170,169,0,8.5,3.4,14
NA,"University of California, San Diego",Mechanical Engineering,277,145,132,88,0,3,11
"University of California, San Diego",NA,Mechanical Engineering,327,169,158,0,7.5,3.9,2
NA,University of Illinois at Urbana-Champaign,Computer Science,276,139,137,84,0,2.4,23
University of Illinois at Urbana-Champaign,NA,Computer Science,331,171,160,111,0,4,6
NA,University of Illinois at Urbana-Champaign,Computer Engineering,283,146,137,0,5.5,1.9,24
University of Illinois at Urbana-Champaign,NA,Computer Engineering,321,167,154,115,0,3.9,4
NA,University of Illinois at Urbana-Champaign,Electrical Engineering,263,133,130,85,0,3.5,12
University of Illinois at Urbana-Champaign,NA,Electrical Engineering,325,166,159,120,0,3.6,6
NA,University of Illinois at Urbana-Champaign,Management Of Technology,308,156,152,90,0,2,9
University of Illinois at Urbana-Champaign,NA,Management Of Technology,329,170,159,112,0,3.7,15
NA,University of Illinois at Urbana-Champaign,Mechanical Engineering,275,143,132,93,0,3.1,9
University of Illinois at Urbana-Champaign,NA,Mechanical Engineering,336,170,166,0,8.5,3.8,21
NA,University of Florida,Computer Science,315,160,155,89,0,2,6
University of Florida,NA,Computer Science,332,168,164,0,7.5,3.9,1
NA,University of Florida,Computer Engineering,281,142,139,0,5.5,2,16
University of Florida,NA,Computer Engineering,338,170,168,0,9.5,3.1,16
NA,University of Florida,Electrical Engineering,313,159,154,94,0,2.8,24
University of Florida,NA,Electrical Engineering,328,165,163,0,9.5,3.6,17
NA,University of Florida,Management Of Technology,294,150,144,82,0,3.4,21
University of Florida,NA,Management Of Technology,328,166,162,0,7.5,4,14
NA,University of Florida,Mechanical Engineering,269,140,129,100,0,1.6,18
University of Florida,NA,Mechanical Engineering,325,169,156,0,9.5,3.2,15
NA,"University of California, Irvine",Computer Science,316,160,156,0,6.5,2.8,9
"University of California, Irvine",NA,Computer Science,324,165,159,0,9.5,3.5,16
NA,"University of California, Irvine",Computer Engineering,273,140,133,100,0,3.1,9
"University of California, Irvine",NA,Computer Engineering,332,171,161,102,0,4,18
NA,"University of California, Irvine",Electrical Engineering,271,141,130,97,0,1.7,10
"University of California, Irvine",NA,Electrical Engineering,321,163,158,112,0,3.2,7
NA,"University of California, Irvine",Management Of Technology,305,155,150,0,5.5,1.6,3
"University of California, Irvine",NA,Management Of Technology,335,170,165,0,9.5,3.2,15
NA,"University of California, Irvine",Mechanical Engineering,289,146,143,92,0,2.1,23
"University of California, Irvine",NA,Mechanical Engineering,333,170,163,113,0,3.7,8
NA,University of Maryland,Computer Science,303,154,149,0,7.5,2,18
University of Maryland,NA,Computer Science,321,164,157,114,0,3.3,12
NA,University of Maryland,Computer Engineering,314,158,156,0,6.5,2.1,13
University of Maryland,NA,Computer Engineering,334,170,164,109,0,3.8,12
NA,University of Maryland,Electrical Engineering,312,159,153,0,5.5,2.4,12
University of Maryland,NA,Electrical Engineering,324,165,159,0,6.5,3.7,23
NA,University of Maryland,Management Of Technology,293,152,141,101,0,2.3,18
University of Maryland,NA,Management Of Technology,337,170,167,112,0,3.3,18
NA,University of Maryland,Mechanical Engineering,268,139,129,0,5.5,2.5,16
University of Maryland,NA,Mechanical Engineering,332,169,163,0,9.5,3.1,19
NA,University of Southern California,Computer Science,278,145,133,89,0,2.1,20
University of Southern California,NA,Computer Science,331,168,163,108,0,3.4,3
NA,University of Southern California,Computer Engineering,268,136,132,83,0,2.6,24
University of Southern California,NA,Computer Engineering,328,166,162,118,0,3.2,3
NA,University of Southern California,Electrical Engineering,310,158,152,93,0,2.7,14
University of Southern California,NA,Electrical Engineering,329,170,159,0,7.5,3.5,3
NA,University of Southern California,Management Of Technology,273,142,131,96,0,3.4,1
University of Southern California,NA,Management Of Technology,337,170,167,0,7.5,3.1,14
NA,University of Southern California,Mechanical Engineering,296,153,143,0,5.5,2.7,24
University of Southern California,NA,Mechanical Engineering,337,170,167,0,6.5,3.2,6
NA,University of North Carolina at Chapel Hill,Computer Science,305,154,151,95,0,2.8,16
University of North Carolina at Chapel Hill,NA,Computer Science,334,170,164,0,9.5,3.9,10
NA,University of North Carolina at Chapel Hill,Computer Engineering,264,135,129,100,0,2.8,7
University of North Carolina at Chapel Hill,NA,Computer Engineering,331,170,161,105,0,3.9,9
NA,University of North Carolina at Chapel Hill,Electrical Engineering,270,138,132,0,7.5,3.5,15
University of North Carolina at Chapel Hill,NA,Electrical Engineering,326,164,162,0,6.5,3.3,8
NA,University of North Carolina at Chapel Hill,Management Of Technology,319,164,155,0,6.5,2.5,13
University of North Carolina at Chapel Hill,NA,Management Of Technology,329,170,159,102,0,3.5,18
NA,University of North Carolina at Chapel Hill,Mechanical Engineering,290,149,141,0,7.5,2.4,23
University of North Carolina at Chapel Hill,NA,Mechanical Engineering,322,164,158,0,6.5,3.2,2
NA,Arizona State University,Computer Science,296,150,146,0,5.5,2.3,14
Arizona State University,NA,Computer Science,330,170,160,0,8.5,3.5,14
NA,Arizona State University,Computer Engineering,310,157,153,84,0,3.3,2
Arizona State University,NA,Computer Engineering,326,167,159,103,0,4,13
NA,Arizona State University,Electrical Engineering,273,139,134,97,0,2,13
Arizona State University,NA,Electrical Engineering,332,170,162,108,0,3.3,16
NA,Arizona State University,Management Of Technology,294,149,145,82,0,2.2,9
Arizona State University,NA,Management Of Technology,333,170,163,0,8.5,3.7,15
NA,Arizona State University,Mechanical Engineering,264,133,131,0,6.5,1.8,13
Arizona State University,NA,Mechanical Engineering,324,163,161,116,0,3.5,2
NA,Texas A&M University,Computer Science,262,132,130,95,0,2.8,21
Texas A&M University,NA,Computer Science,322,166,156,0,8.5,3.2,23
NA,Texas A&M University,Computer Engineering,305,156,149,0,5.5,2.6,23
Texas A&M University,NA,Computer Engineering,338,170,168,0,7.5,3.8,12
NA,Texas A&M University,Electrical Engineering,309,158,151,0,6.5,1.8,21
Texas A&M University,NA,Electrical Engineering,321,165,156,0,7.5,3.7,15
NA,Texas A&M University,Management Of Technology,305,154,151,0,7.5,2,7
Texas A&M University,NA,Management Of Technology,333,170,163,109,0,3.1,21
NA,Texas A&M University,Mechanical Engineering,294,148,146,90,0,2.7,12
Texas A&M University,NA,Mechanical Engineering,325,167,158,0,8.5,3.4,12
NA,University of Arizona,Computer Science,287,148,139,89,0,1.9,7
University of Arizona,NA,Computer Science,325,169,156,107,0,3.7,3
NA,University of Arizona,Computer Engineering,272,142,130,82,0,2.4,10
University of Arizona,NA,Computer Engineering,325,166,159,0,8.5,3.5,1
NA,University of Arizona,Electrical Engineering,268,136,132,0,6.5,2,23
University of Arizona,NA,Electrical Engineering,332,168,164,0,6.5,3.1,9
NA,University of Arizona,Management Of Technology,308,158,150,95,0,2.7,16
University of Arizona,NA,Management Of Technology,339,170,169,106,0,3.7,1
NA,University of Arizona,Mechanical Engineering,310,160,150,0,5.5,2.2,19
University of Arizona,NA,Mechanical Engineering,321,162,159,0,8.5,3.2,3
NA,North Carolina State University,Computer Science,269,138,131,88,0,2.6,5
North Carolina State University,NA,Computer Science,326,169,157,106,0,4,8
NA,North Carolina State University,Computer Engineering,268,135,133,0,6.5,3.1,6
North Carolina State University,NA,Computer Engineering,322,165,157,110,0,3.9,9
NA,North Carolina State University,Electrical Engineering,269,140,129,0,6.5,2.1,22
North Carolina State University,NA,Electrical Engineering,326,167,159,0,7.5,3.8,7
NA,North Carolina State University,Management Of Technology,320,163,157,85,0,2.5,10
North Carolina State University,NA,Management Of Technology,322,164,158,115,0,3.5,20
NA,North Carolina State University,Mechanical Engineering,261,132,129,88,0,1.9,3
North Carolina State University,NA,Mechanical Engineering,333,173,160,103,0,3.1,7
NA,Syracuse University,Computer Science,299,154,145,0,7.5,3.2,5
Syracuse University,NA,Computer Science,331,170,161,0,7.5,3.5,8
NA,Syracuse University,Computer Engineering,289,147,142,82,0,3.3,4
Syracuse University,NA,Computer Engineering,340,170,170,107,0,3.1,14
NA,Syracuse University,Electrical Engineering,298,150,148,89,0,3.1,5
Syracuse University,NA,Electrical Engineering,329,169,160,120,0,3.2,10
NA,Syracuse University,Management Of Technology,288,147,141,0,6.5,1.8,9
Syracuse University,NA,Management Of Technology,329,168,161,0,6.5,3.7,12
NA,Syracuse University,Mechanical Engineering,276,142,134,0,6.5,2,3
Syracuse University,NA,Mechanical Engineering,335,170,165,0,9.5,3.8,8
NA,Boston University,Computer Science,297,150,147,0,7.5,2,1
Boston University,NA,Computer Science,321,163,158,115,0,3.7,13
NA,Boston University,Computer Engineering,306,157,149,85,0,2.5,22
Boston University,NA,Computer Engineering,331,169,162,0,8.5,3.6,8
NA,Boston University,Electrical Engineering,268,138,130,102,0,2.2,9
Boston University,NA,Electrical Engineering,329,170,159,111,0,3.2,22
NA,Boston University,Management Of Technology,303,156,147,82,0,2.5,15
Boston University,NA,Management Of Technology,330,167,163,0,6.5,3.5,13
NA,Boston University,Mechanical Engineering,293,152,141,0,6.5,1.7,13
Boston University,NA,Mechanical Engineering,327,166,161,114,0,4,8
NA,University of Utah,Computer Science,316,162,154,94,0,2,10
University of Utah,NA,Computer Science,322,167,155,0,9.5,3.2,1
NA,University of Utah,Computer Engineering,289,148,141,82,0,2.6,18
University of Utah,NA,Computer Engineering,334,170,164,106,0,3.1,23
NA,University of Utah,Electrical Engineering,317,161,156,94,0,3,22
University of Utah,NA,Electrical Engineering,331,170,161,114,0,3.2,3
NA,University of Utah,Management Of Technology,262,135,127,0,6.5,2.3,17
University of Utah,NA,Management Of Technology,326,166,160,107,0,3.1,1
NA,University of Utah,Mechanical Engineering,280,144,136,97,0,2.8,4
University of Utah,NA,Mechanical Engineering,326,169,157,117,0,3.1,17
NA,Northwestern University,Computer Science,309,159,150,0,6.5,2.1,2
Northwestern University,NA,Computer Science,334,170,164,0,7.5,3.2,20
NA,Northwestern University,Computer Engineering,274,140,134,0,7.5,2.1,24
Northwestern University,NA,Computer Engineering,334,169,165,0,7.5,4,24
NA,Northwestern University,Electrical Engineering,263,136,127,0,6.5,2.4,22
Northwestern University,NA,Electrical Engineering,328,167,161,0,9.5,3.3,22
NA,Northwestern University,Management Of Technology,280,141,139,0,7.5,2.2,12
Northwestern University,NA,Management Of Technology,338,170,168,115,0,3.2,15
NA,Northwestern University,Mechanical Engineering,272,141,131,94,0,2,6
Northwestern University,NA,Mechanical Engineering,333,170,163,107,0,3.9,11
NA,Georgia Institute of Technology,Computer Science,264,134,130,0,7.5,3.3,2
Georgia Institute of Technology,NA,Computer Science,334,169,165,0,8.5,3.7,6
NA,Georgia Institute of Technology,Computer Engineering,267,139,128,82,0,2.3,24
Georgia Institute of Technology,NA,Computer Engineering,321,162,159,0,7.5,3.4,18
NA,Georgia Institute of Technology,Electrical Engineering,274,139,135,0,6.5,3.1,5
Georgia Institute of Technology,NA,Electrical Engineering,327,167,160,105,0,3.9,20
NA,Georgia Institute of Technology,Management Of Technology,283,146,137,96,0,2.1,20
Georgia Institute of Technology,NA,Management Of Technology,333,171,162,116,0,4,9
NA,Georgia Institute of Technology,Mechanical Engineering,297,155,142,0,7.5,2.6,4
Georgia Institute of Technology,NA,Mechanical Engineering,322,164,158,108,0,3.4,11
NA,California Institute of Technology,Computer Science,295,152,143,84,0,2.3,14
California Institute of Technology,NA,Computer Science,338,170,168,0,7.5,3.7,8
NA,California Institute of Technology,Computer Engineering,272,141,131,0,7.5,3.2,6
California Institute of Technology,NA,Computer Engineering,331,167,164,0,7.5,4,2
NA,California Institute of Technology,Electrical Engineering,277,143,134,93,0,1.9,17
California Institute of Technology,NA,Electrical Engineering,323,167,156,0,7.5,3.6,5
NA,California Institute of Technology,Management Of Technology,276,139,137,92,0,3,7
California Institute of Technology,NA,Management Of Technology,325,166,159,0,8.5,3.6,11
NA,California Institute of Technology,Mechanical Engineering,290,147,143,0,7.5,2.8,4
California Institute of Technology,NA,Mechanical Engineering,324,168,156,0,9.5,3.2,17
NA,"University of California, Santa Barbara",Computer Science,287,150,137,0,7.5,2.1,13
"University of California, Santa Barbara",NA,Computer Science,332,170,162,0,8.5,3.1,18
NA,"University of California, Santa Barbara",Computer Engineering,299,152,147,87,0,2.2,10
"University of California, Santa Barbara",NA,Computer Engineering,339,170,169,0,9.5,3.9,7
NA,"University of California, Santa Barbara",Electrical Engineering,276,139,137,98,0,2.1,16
"University of California, Santa Barbara",NA,Electrical Engineering,337,170,167,0,8.5,3.2,21
NA,"University of California, Santa Barbara",Management Of Technology,311,160,151,0,7.5,2.2,11
"University of California, Santa Barbara",NA,Management Of Technology,334,173,161,0,8.5,3.6,1
NA,"University of California, Santa Barbara",Mechanical Engineering,271,141,130,99,0,3.5,24
"University of California, Santa Barbara",NA,Mechanical Engineering,337,175,162,0,6.5,3.9,4
NA,University of Pittsburgh,Computer Science,299,151,148,81,0,2.9,20
University of Pittsburgh,NA,Computer Science,331,167,164,103,0,3.7,18
NA,University of Pittsburgh,Computer Engineering,314,160,154,85,0,3.1,16
University of Pittsburgh,NA,Computer Engineering,321,165,156,0,8.5,3.4,14
NA,University of Pittsburgh,Electrical Engineering,293,153,140,0,7.5,3.3,16
University of Pittsburgh,NA,Electrical Engineering,334,168,166,115,0,3.6,8
NA,University of Pittsburgh,Management Of Technology,289,146,143,101,0,1.6,11
University of Pittsburgh,NA,Management Of Technology,331,170,161,110,0,3.7,23
NA,University of Pittsburgh,Mechanical Engineering,290,149,141,91,0,2.7,7
University of Pittsburgh,NA,Mechanical Engineering,340,170,170,117,0,3.6,6
NA,Colorado State University,Computer Science,281,145,136,0,6.5,1.7,21
Colorado State University,NA,Computer Science,332,172,160,0,9.5,3.3,24
NA,Colorado State University,Computer Engineering,316,160,156,0,5.5,3.5,13
Colorado State University,NA,Computer Engineering,334,171,163,118,0,3.3,6
NA,Colorado State University,Electrical Engineering,278,143,135,88,0,2.1,23
Colorado State University,NA,Electrical Engineering,325,166,159,0,8.5,3.2,16
NA,Colorado State University,Management Of Technology,296,152,144,0,6.5,3.4,6
Colorado State University,NA,Management Of Technology,336,169,167,118,0,3.2,16
NA,Colorado State University,Mechanical Engineering,261,135,126,90,0,2.1,14
Colorado State University,NA,Mechanical Engineering,335,170,165,0,7.5,3.7,17
NA,George Washington University,Computer Science,294,149,145,0,5.5,3.3,2
George Washington University,NA,Computer Science,322,166,156,0,8.5,3.5,23
NA,George Washington University,Computer Engineering,299,152,147,0,6.5,2.8,14
George Washington University,NA,Computer Engineering,321,165,156,0,7.5,3.1,4
NA,George Washington University,Electrical Engineering,320,166,154,0,6.5,3.4,11
George Washington University,NA,Electrical Engineering,340,170,170,110,0,4,15
NA,George Washington University,Management Of Technology,276,140,136,0,7.5,2.9,5
George Washington University,NA,Management Of Technology,329,170,159,0,7.5,3.2,3
NA,George Washington University,Mechanical Engineering,309,158,151,96,0,2.8,6
George Washington University,NA,Mechanical Engineering,335,170,165,0,6.5,3.1,2
NA,Florida State University,Computer Science,275,142,133,0,5.5,1.6,3
Florida State University,NA,Computer Science,325,168,157,0,9.5,3.7,4
NA,Florida State University,Computer Engineering,300,152,148,0,5.5,2.9,18
Florida State University,NA,Computer Engineering,334,170,164,117,0,3.9,9
NA,Florida State University,Electrical Engineering,319,162,157,87,0,2.7,12
Florida State University,NA,Electrical Engineering,322,162,160,115,0,3.4,11
NA,Florida State University,Management Of Technology,310,160,150,95,0,2.3,22
Florida State University,NA,Management Of Technology,340,170,170,0,6.5,3.1,6
NA,Florida State University,Mechanical Engineering,270,136,134,88,0,2.8,19
Florida State University,NA,Mechanical Engineering,336,170,166,114,0,3.5,11
NA,George Mason University,Computer Science,309,157,152,100,0,1.7,19
George Mason University,NA,Computer Science,325,166,159,0,7.5,3.6,13
NA,George Mason University,Computer Engineering,282,142,140,88,0,3,18
George Mason University,NA,Computer Engineering,340,170,170,0,9.5,3.4,21
NA,George Mason University,Electrical Engineering,283,146,137,95,0,2,15
George Mason University,NA,Electrical Engineering,331,170,161,118,0,3.4,16
NA,George Mason University,Management Of Technology,313,158,155,0,7.5,2.2,1
George Mason University,NA,Management Of Technology,325,165,160,109,0,3.5,16
NA,George Mason University,Mechanical Engineering,299,153,146,0,6.5,1.7,2
George Mason University,NA,Mechanical Engineering,336,170,166,0,6.5,3.7,2
NA,University of Notre Dame,Computer Science,315,164,151,91,0,2.7,21
University of Notre Dame,NA,Computer Science,338,173,165,109,0,3.6,18
NA,University of Notre Dame,Computer Engineering,281,144,137,88,0,1.9,24
University of Notre Dame,NA,Computer Engineering,330,170,160,0,6.5,3.4,15
NA,University of Notre Dame,Electrical Engineering,320,163,157,101,0,2.1,4
University of Notre Dame,NA,Electrical Engineering,335,171,164,0,6.5,3.8,12
NA,University of Notre Dame,Management Of Technology,292,152,140,101,0,1.6,6
University of Notre Dame,NA,Management Of Technology,335,174,161,118,0,3.3,8
NA,University of Notre Dame,Mechanical Engineering,306,156,150,0,6.5,1.6,1
University of Notre Dame,NA,Mechanical Engineering,321,164,157,111,0,3.1,13
NA,"University at Buffalo, State University of New York",Computer Science,292,147,145,0,6.5,2.7,3
"University at Buffalo, State University of New York",NA,Computer Science,335,170,165,110,0,3.1,23
NA,"University at Buffalo, State University of New York",Computer Engineering,285,149,136,98,0,3,11
"University at Buffalo, State University of New York",NA,Computer Engineering,321,162,159,119,0,3.4,2
NA,"University at Buffalo, State University of New York",Electrical Engineering,283,143,140,81,0,2.7,20
"University at Buffalo, State University of New York",NA,Electrical Engineering,327,168,159,0,8.5,3.2,21
NA,"University at Buffalo, State University of New York",Management Of Technology,307,156,151,0,5.5,1.7,14
"University at Buffalo, State University of New York",NA,Management Of Technology,337,170,167,0,6.5,3.3,14
NA,"University at Buffalo, State University of New York",Mechanical Engineering,279,143,136,87,0,2.7,5
"University at Buffalo, State University of New York",NA,Mechanical Engineering,326,165,161,0,6.5,3.6,20
NA,University of Illinois at Chicago,Computer Science,279,145,134,0,7.5,3,7
University of Illinois at Chicago,NA,Computer Science,329,168,161,0,9.5,3.7,20
NA,University of Illinois at Chicago,Computer Engineering,269,137,132,85,0,1.8,21
University of Illinois at Chicago,NA,Computer Engineering,324,168,156,0,9.5,3.1,9
NA,University of Illinois at Chicago,Electrical Engineering,276,142,134,0,7.5,2.8,22
University of Illinois at Chicago,NA,Electrical Engineering,334,170,164,0,7.5,4,8
NA,University of Illinois at Chicago,Management Of Technology,282,147,135,0,6.5,2.9,19
University of Illinois at Chicago,NA,Management Of Technology,327,166,161,0,6.5,4,18
NA,University of Illinois at Chicago,Mechanical Engineering,277,140,137,0,7.5,1.8,1
University of Illinois at Chicago,NA,Mechanical Engineering,333,169,164,105,0,3.3,16
NA,Rochester Institute of Technology,Computer Science,280,145,135,0,7.5,2.2,11
Rochester Institute of Technology,NA,Computer Science,324,163,161,109,0,3.8,5
NA,Rochester Institute of Technology,Computer Engineering,314,160,154,0,6.5,3.5,15
Rochester Institute of Technology,NA,Computer Engineering,336,170,166,0,7.5,4,20
NA,Rochester Institute of Technology,Electrical Engineering,275,142,133,102,0,2.4,6
Rochester Institute of Technology,NA,Electrical Engineering,331,168,163,110,0,3.5,23
