Year,Term,GRE,TOEFL,IELTS,GPA,University,Department,Admit
2016,FALL,274,0,5.5,1.8,Purdue University,Electrical Engineering,0
2016,FALL,275,85,0,3.4,Purdue University,Electrical Engineering,0
2016,FALL,333,0,7.5,3.2,Purdue University,Electrical Engineering,1
2016,FALL,337,115,0,3.6,Purdue University,Electrical Engineering,1
2016,FALL,326,0,6.5,3.9,Purdue University,Electrical Engineering,1
2016,FALL,333,102,0,3.4,Purdue University,Electrical Engineering,1
2016,FALL,334,0,9.5,3.8,Purdue University,Electrical Engineering,1
2016,FALL,283,87,0,2.5,Purdue University,Management Of Technology,0
2016,FALL,262,0,7.5,2.6,Purdue University,Management Of Technology,0
2016,FALL,270,91,0,2.6,Purdue University,Management Of Technology,0
2016,FALL,287,0,6.5,2.4,Purdue University,Management Of Technology,0
2016,FALL,304,93,0,3.3,Purdue University,Management Of Technology,0
2016,FALL,329,0,8.5,3.4,Purdue University,Management Of Technology,1
2016,FALL,326,117,0,3.1,Purdue University,Management Of Technology,1
2016,FALL,329,0,6.5,3.3,Purdue University,Management Of Technology,1
2016,FALL,330,108,0,3.1,Purdue University,Management Of Technology,1
2016,FALL,332,0,8.5,3.5,Purdue University,Management Of Technology,1
2016,FALL,318,91,0,3.4,Purdue University,Mechanical Engineering,0
2016,FALL,261,0,5.5,2.6,Purdue University,Mechanical Engineering,0
2016,FALL,304,84,0,3.3,Purdue University,Mechanical Engineering,0
2016,FALL,279,0,6.5,2.9,Purdue University,Mechanical Engineering,0
2016,FALL,279,102,0,3.5,Purdue University,Mechanical Engineering,0
2016,FALL,324,0,7.5,3.4,Purdue University,Mechanical Engineering,1
2016,FALL,327,113,0,3.5,Purdue University,Mechanical Engineering,1
2016,FALL,332,0,8.5,3.5,Purdue University,Mechanical Engineering,1
2016,FALL,331,110,0,3.5,Purdue University,Mechanical Engineering,1
2016,FALL,327,0,9.5,3.5,Purdue University,Mechanical Engineering,1
2016,FALL,306,94,0,2.4,Penn State University,Computer Science,0
2016,FALL,307,0,6.5,3.3,Penn State University,Computer Science,0
2016,FALL,271,101,0,3.3,Penn State University,Computer Science,0
2016,FALL,282,0,7.5,2.9,Penn State University,Computer Science,0
2016,FALL,314,85,0,1.8,Penn State University,Computer Science,0
2016,FALL,333,0,6.5,3.1,Penn State University,Computer Science,1
2016,FALL,325,103,0,3.4,Penn State University,Computer Science,1
2016,FALL,335,0,6.5,3.6,Penn State University,Computer Science,1
2016,FALL,328,101,0,3.6,Penn State University,Computer Science,1
2016,FALL,329,0,7.5,3.8,Penn State University,Computer Science,1
2016,FALL,315,88,0,3,Penn State University,Computer Engineering,0
2016,FALL,265,0,6.5,1.8,Penn State University,Computer Engineering,0
2016,FALL,272,95,0,3.5,Penn State University,Computer Engineering,0
2016,FALL,308,0,6.5,1.6,Penn State University,Computer Engineering,0
2016,FALL,284,88,0,2.4,Penn State University,Computer Engineering,0
2016,FALL,324,0,9.5,3.2,Penn State University,Computer Engineering,1
2016,FALL,336,120,0,3.5,Penn State University,Computer Engineering,1
2016,FALL,333,0,8.5,3.1,Penn State University,Computer Engineering,1
2016,FALL,330,105,0,3.1,Penn State University,Computer Engineering,1
2016,FALL,326,0,6.5,3.6,Penn State University,Computer Engineering,1
2016,FALL,281,102,0,3.2,Penn State University,Electrical Engineering,0
2016,FALL,310,0,5.5,1.6,Penn State University,Electrical Engineering,0
2016,FALL,293,82,0,2.5,Penn State University,Electrical Engineering,0
2016,FALL,272,0,7.5,3.3,Penn State University,Electrical Engineering,0
2016,FALL,301,97,0,1.6,Penn State University,Electrical Engineering,0
2016,FALL,340,0,7.5,3.5,Penn State University,Electrical Engineering,1
2016,FALL,335,108,0,3.6,Penn State University,Electrical Engineering,1
2016,FALL,326,0,6.5,3.4,Penn State University,Electrical Engineering,1
2016,FALL,321,104,0,3.2,Penn State University,Electrical Engineering,1
2016,FALL,329,0,8.5,3.7,Penn State University,Electrical Engineering,1
2016,FALL,311,92,0,3.4,Penn State University,Management Of Technology,0
2016,FALL,287,0,6.5,3,Penn State University,Management Of Technology,0
2016,FALL,267,96,0,2.1,Penn State University,Management Of Technology,0
2016,FALL,273,0,5.5,2.6,Penn State University,Management Of Technology,0
2016,FALL,275,90,0,2.2,Penn State University,Management Of Technology,0
2016,FALL,321,0,9.5,3.4,Penn State University,Management Of Technology,1
2016,FALL,331,104,0,3.6,Penn State University,Management Of Technology,1
2016,FALL,331,0,7.5,3.3,Penn State University,Management Of Technology,1
2016,FALL,328,115,0,3.1,Penn State University,Management Of Technology,1
2016,FALL,340,0,7.5,3.5,Penn State University,Management Of Technology,1
2016,FALL,271,101,0,1.6,Penn State University,Mechanical Engineering,0
2016,FALL,295,0,6.5,3.4,Penn State University,Mechanical Engineering,0
2016,FALL,312,87,0,3.1,Penn State University,Mechanical Engineering,0
2016,FALL,305,0,7.5,2.1,Penn State University,Mechanical Engineering,0
2016,FALL,317,94,0,1.9,Penn State University,Mechanical Engineering,0
2016,FALL,324,0,7.5,3.9,Penn State University,Mechanical Engineering,1
2016,FALL,330,112,0,3.5,Penn State University,Mechanical Engineering,1
2016,FALL,322,0,9.5,3.1,Penn State University,Mechanical Engineering,1
2016,FALL,336,105,0,3.4,Penn State University,Mechanical Engineering,1
2016,FALL,336,0,9.5,3.1,Penn State University,Mechanical Engineering,1
2016,FALL,297,96,0,1.9,"University of California, Los Angeles",Computer Science,0
2016,FALL,271,0,7.5,2.8,"University of California, Los Angeles",Computer Science,0
2016,FALL,291,94,0,3.4,"University of California, Los Angeles",Computer Science,0
2016,FALL,288,0,7.5,1.6,"University of California, Los Angeles",Computer Science,0
2016,FALL,303,98,0,3.5,"University of California, Los Angeles",Computer Science,0
2016,FALL,334,0,8.5,3.3,"University of California, Los Angeles",Computer Science,1
2016,FALL,327,108,0,3.6,"University of California, Los Angeles",Computer Science,1
2016,FALL,323,0,6.5,4,"University of California, Los Angeles",Computer Science,1
2016,FALL,324,111,0,4,"University of California, Los Angeles",Computer Science,1
2016,FALL,336,0,9.5,4,"University of California, Los Angeles",Computer Science,1
2016,FALL,317,97,0,3,"University of California, Los Angeles",Computer Engineering,0
2016,FALL,305,0,6.5,3,"University of California, Los Angeles",Computer Engineering,0
2016,FALL,289,89,0,1.6,"University of California, Los Angeles",Computer Engineering,0
2016,FALL,290,0,6.5,1.9,"University of California, Los Angeles",Computer Engineering,0
2016,FALL,313,84,0,2.5,"University of California, Los Angeles",Computer Engineering,0
2016,FALL,338,0,6.5,3.1,"University of California, Los Angeles",Computer Engineering,1
2016,FALL,323,115,0,3.6,"University of California, Los Angeles",Computer Engineering,1
2016,FALL,322,0,7.5,3.5,"University of California, Los Angeles",Computer Engineering,1
2016,FALL,334,112,0,3.5,"University of California, Los Angeles",Computer Engineering,1
2016,FALL,338,0,6.5,3.8,"University of California, Los Angeles",Computer Engineering,1
2016,FALL,286,81,0,2,"University of California, Los Angeles",Electrical Engineering,0
2016,FALL,302,0,6.5,2.7,"University of California, Los Angeles",Electrical Engineering,0
2016,FALL,292,93,0,2.3,"University of California, Los Angeles",Electrical Engineering,0
2016,FALL,318,0,7.5,1.8,"University of California, Los Angeles",Electrical Engineering,0
2016,FALL,280,99,0,2.2,"University of California, Los Angeles",Electrical Engineering,0
2016,FALL,338,0,9.5,3.2,"University of California, Los Angeles",Electrical Engineering,1
2016,FALL,323,109,0,3.5,"University of California, Los Angeles",Electrical Engineering,1
2016,FALL,330,0,9.5,4,"University of California, Los Angeles",Electrical Engineering,1
2016,FALL,326,101,0,3.3,"University of California, Los Angeles",Electrical Engineering,1
2016,FALL,337,0,6.5,3.4,"University of California, Los Angeles",Electrical Engineering,1
2016,FALL,309,95,0,3.3,"University of California, Los Angeles",Management Of Technology,0
2016,FALL,300,0,7.5,2.5,"University of California, Los Angeles",Management Of Technology,0
2016,FALL,297,88,0,3,"University of California, Los Angeles",Management Of Technology,0
2016,FALL,277,0,7.5,3.2,"University of California, Los Angeles",Management Of Technology,0
2016,FALL,276,84,0,3.3,"University of California, Los Angeles",Management Of Technology,0
2016,FALL,324,0,7.5,3.5,"University of California, Los Angeles",Management Of Technology,1
2016,FALL,335,102,0,3.8,"University of California, Los Angeles",Management Of Technology,1
2016,FALL,321,0,8.5,4,"University of California, Los Angeles",Management Of Technology,1
2016,FALL,337,110,0,3.7,"University of California, Los Angeles",Management Of Technology,1
2016,FALL,332,0,6.5,3.2,"University of California, Los Angeles",Management Of Technology,1
2016,FALL,310,91,0,1.8,"University of California, Los Angeles",Mechanical Engineering,0
2016,FALL,274,0,7.5,2.4,"University of California, Los Angeles",Mechanical Engineering,0
2016,FALL,318,81,0,2.3,"University of California, Los Angeles",Mechanical Engineering,0
2016,FALL,288,0,6.5,1.9,"University of California, Los Angeles",Mechanical Engineering,0
2016,FALL,313,93,0,2.9,"University of California, Los Angeles",Mechanical Engineering,0
2016,FALL,326,0,8.5,3.6,"University of California, Los Angeles",Mechanical Engineering,1
2016,FALL,334,119,0,3.7,"University of California, Los Angeles",Mechanical Engineering,1
2016,FALL,333,0,6.5,3.8,"University of California, Los Angeles",Mechanical Engineering,1
2016,FALL,335,113,0,3.1,"University of California, Los Angeles",Mechanical Engineering,1
2016,FALL,328,0,9.5,3.7,"University of California, Los Angeles",Mechanical Engineering,1
2016,FALL,316,85,0,3.5,The University of Texas at Austin,Computer Science,0
2016,FALL,304,0,7.5,3,The University of Texas at Austin,Computer Science,0
2016,FALL,319,88,0,2.7,The University of Texas at Austin,Computer Science,0
2016,FALL,271,0,7.5,3.5,The University of Texas at Austin,Computer Science,0
2016,FALL,299,84,0,2.1,The University of Texas at Austin,Computer Science,0
2016,FALL,321,0,8.5,3.8,The University of Texas at Austin,Computer Science,1
2016,FALL,323,103,0,3.2,The University of Texas at Austin,Computer Science,1
2016,FALL,337,0,7.5,3.2,The University of Texas at Austin,Computer Science,1
2016,FALL,324,104,0,3.9,The University of Texas at Austin,Computer Science,1
2016,FALL,323,0,7.5,3.2,The University of Texas at Austin,Computer Science,1
2016,FALL,264,83,0,1.9,The University of Texas at Austin,Computer Engineering,0
2016,FALL,312,0,5.5,2.5,The University of Texas at Austin,Computer Engineering,0
2016,FALL,274,95,0,3.3,The University of Texas at Austin,Computer Engineering,0
2016,FALL,299,0,5.5,2.7,The University of Texas at Austin,Computer Engineering,0
2016,FALL,266,84,0,3,The University of Texas at Austin,Computer Engineering,0
2016,FALL,326,0,6.5,3.7,The University of Texas at Austin,Computer Engineering,1
2016,FALL,333,120,0,3.6,The University of Texas at Austin,Computer Engineering,1
2016,FALL,337,0,6.5,3.6,The University of Texas at Austin,Computer Engineering,1
2016,FALL,339,106,0,4,The University of Texas at Austin,Computer Engineering,1
2016,FALL,321,0,9.5,4,The University of Texas at Austin,Computer Engineering,1
2016,FALL,320,98,0,2.5,The University of Texas at Austin,Electrical Engineering,0
2016,FALL,264,0,5.5,1.9,The University of Texas at Austin,Electrical Engineering,0
2016,FALL,312,91,0,2.1,The University of Texas at Austin,Electrical Engineering,0
2016,FALL,315,0,6.5,1.9,The University of Texas at Austin,Electrical Engineering,0
2016,FALL,305,89,0,2.3,The University of Texas at Austin,Electrical Engineering,0
2016,FALL,329,0,7.5,3.9,The University of Texas at Austin,Electrical Engineering,1
2016,FALL,328,106,0,4,The University of Texas at Austin,Electrical Engineering,1
2016,FALL,326,0,7.5,3.4,The University of Texas at Austin,Electrical Engineering,1
2016,FALL,333,108,0,3.6,The University of Texas at Austin,Electrical Engineering,1
2016,FALL,324,0,6.5,3.1,The University of Texas at Austin,Electrical Engineering,1
2016,FALL,291,82,0,2.9,The University of Texas at Austin,Management Of Technology,0
2016,FALL,276,0,7.5,2,The University of Texas at Austin,Management Of Technology,0
2016,FALL,278,84,0,1.8,The University of Texas at Austin,Management Of Technology,0
2016,FALL,283,0,6.5,2.3,The University of Texas at Austin,Management Of Technology,0
2016,FALL,289,96,0,1.9,The University of Texas at Austin,Management Of Technology,0
2016,FALL,324,0,8.5,3.2,The University of Texas at Austin,Management Of Technology,1
2016,FALL,334,105,0,4,The University of Texas at Austin,Management Of Technology,1
2016,FALL,336,0,9.5,3.4,The University of Texas at Austin,Management Of Technology,1
2016,FALL,339,105,0,3.4,The University of Texas at Austin,Management Of Technology,1
2016,FALL,327,0,8.5,3.4,The University of Texas at Austin,Management Of Technology,1
2016,FALL,310,87,0,3.1,The University of Texas at Austin,Mechanical Engineering,0
2016,FALL,271,0,5.5,1.7,The University of Texas at Austin,Mechanical Engineering,0
2016,FALL,285,96,0,2.5,The University of Texas at Austin,Mechanical Engineering,0
2016,FALL,314,0,6.5,2.4,The University of Texas at Austin,Mechanical Engineering,0
2016,FALL,267,97,0,3.2,The University of Texas at Austin,Mechanical Engineering,0
2016,FALL,321,0,8.5,3.4,The University of Texas at Austin,Mechanical Engineering,1
2016,FALL,334,110,0,4,The University of Texas at Austin,Mechanical Engineering,1
2016,FALL,325,0,8.5,3.6,The University of Texas at Austin,Mechanical Engineering,1
2016,FALL,322,104,0,3.1,The University of Texas at Austin,Mechanical Engineering,1
2016,FALL,324,0,9.5,3.7,The University of Texas at Austin,Mechanical Engineering,1
2016,FALL,293,81,0,2.8,University of Pennsylvania,Computer Science,0
2016,FALL,309,0,7.5,2.8,University of Pennsylvania,Computer Science,0
2016,FALL,277,84,0,1.9,University of Pennsylvania,Computer Science,0
2016,FALL,292,0,6.5,1.9,University of Pennsylvania,Computer Science,0
2016,FALL,273,81,0,1.7,University of Pennsylvania,Computer Science,0
2016,FALL,327,0,7.5,3.8,University of Pennsylvania,Computer Science,1
2016,FALL,330,101,0,3.1,University of Pennsylvania,Computer Science,1
2016,FALL,335,0,9.5,3.9,University of Pennsylvania,Computer Science,1
2016,FALL,327,112,0,3.2,University of Pennsylvania,Computer Science,1
2016,FALL,321,0,7.5,3.5,University of Pennsylvania,Computer Science,1
2016,FALL,309,94,0,1.8,University of Pennsylvania,Computer Engineering,0
2016,FALL,316,0,7.5,2.5,University of Pennsylvania,Computer Engineering,0
2016,FALL,298,94,0,3.4,University of Pennsylvania,Computer Engineering,0
2016,FALL,296,0,7.5,3.5,University of Pennsylvania,Computer Engineering,0
2016,FALL,295,92,0,2.8,University of Pennsylvania,Computer Engineering,0
2016,FALL,337,0,9.5,3.9,University of Pennsylvania,Computer Engineering,1
2016,FALL,332,112,0,4,University of Pennsylvania,Computer Engineering,1
2016,FALL,340,0,7.5,3.3,University of Pennsylvania,Computer Engineering,1
2016,FALL,332,118,0,3.8,University of Pennsylvania,Computer Engineering,1
2016,FALL,332,0,7.5,3.6,University of Pennsylvania,Computer Engineering,1
2016,FALL,303,85,0,2.4,University of Pennsylvania,Electrical Engineering,0
2016,FALL,269,0,5.5,3.5,University of Pennsylvania,Electrical Engineering,0
2016,FALL,297,83,0,2.5,University of Pennsylvania,Electrical Engineering,0
2016,FALL,272,0,7.5,1.7,University of Pennsylvania,Electrical Engineering,0
2016,FALL,277,86,0,2.2,University of Pennsylvania,Electrical Engineering,0
2016,FALL,337,0,8.5,3.8,University of Pennsylvania,Electrical Engineering,1
2016,FALL,328,112,0,3.3,University of Pennsylvania,Electrical Engineering,1
2016,FALL,326,0,8.5,3.2,University of Pennsylvania,Electrical Engineering,1
