Year,Term,GRE,TOEFL,IELTS,GPA,University,Department,Admit
2015,FALL,274,88,0,2.9,Stanford University,Mechanical Engineering,0
2015,FALL,262,0,6.5,3,Stanford University,Mechanical Engineering,0
2015,FALL,335,102,0,3.1,Stanford University,Mechanical Engineering,1
2015,FALL,332,0,9.5,3.4,Stanford University,Mechanical Engineering,1
2015,FALL,326,108,0,3.4,Stanford University,Mechanical Engineering,1
2015,FALL,333,0,9.5,3.4,Stanford University,Mechanical Engineering,1
2015,FALL,338,106,0,4,Stanford University,Mechanical Engineering,1
2015,FALL,262,0,6.5,1.8,Cornell University,Computer Science,0
2015,FALL,285,81,0,3.4,Cornell University,Computer Science,0
2015,FALL,304,0,5.5,2.1,Cornell University,Computer Science,0
2015,FALL,266,94,0,3.4,Cornell University,Computer Science,0
2015,FALL,320,0,6.5,1.7,Cornell University,Computer Science,0
2015,FALL,326,104,0,3.3,Cornell University,Computer Science,1
2015,FALL,337,0,8.5,3.1,Cornell University,Computer Science,1
2015,FALL,339,107,0,3.9,Cornell University,Computer Science,1
2015,FALL,340,0,7.5,3.2,Cornell University,Computer Science,1
2015,FALL,331,102,0,3.7,Cornell University,Computer Science,1
2015,FALL,280,0,7.5,3.1,Cornell University,Computer Engineering,0
2015,FALL,307,100,0,2.4,Cornell University,Computer Engineering,0
2015,FALL,292,0,5.5,2.4,Cornell University,Computer Engineering,0
2015,FALL,312,94,0,1.9,Cornell University,Computer Engineering,0
2015,FALL,277,0,5.5,2.1,Cornell University,Computer Engineering,0
2015,FALL,334,117,0,3.4,Cornell University,Computer Engineering,1
2015,FALL,321,0,8.5,3.9,Cornell University,Computer Engineering,1
2015,FALL,322,103,0,3.1,Cornell University,Computer Engineering,1
2015,FALL,340,0,9.5,4,Cornell University,Computer Engineering,1
2015,FALL,328,104,0,3.5,Cornell University,Computer Engineering,1
2015,FALL,307,0,7.5,1.7,Cornell University,Electrical Engineering,0
2015,FALL,270,82,0,3.5,Cornell University,Electrical Engineering,0
2015,FALL,287,0,6.5,3,Cornell University,Electrical Engineering,0
2015,FALL,268,92,0,2,Cornell University,Electrical Engineering,0
2015,FALL,274,0,5.5,1.7,Cornell University,Electrical Engineering,0
2015,FALL,327,109,0,3.8,Cornell University,Electrical Engineering,1
2015,FALL,338,0,6.5,3.1,Cornell University,Electrical Engineering,1
2015,FALL,338,111,0,3.3,Cornell University,Electrical Engineering,1
2015,FALL,336,0,9.5,3.7,Cornell University,Electrical Engineering,1
2015,FALL,335,110,0,3.5,Cornell University,Electrical Engineering,1
2015,FALL,309,0,7.5,2.1,Cornell University,Management Of Technology,0
2015,FALL,261,98,0,3.5,Cornell University,Management Of Technology,0
2015,FALL,287,0,5.5,2.1,Cornell University,Management Of Technology,0
2015,FALL,276,97,0,2.1,Cornell University,Management Of Technology,0
2015,FALL,296,0,5.5,2.7,Cornell University,Management Of Technology,0
2015,FALL,326,117,0,3.2,Cornell University,Management Of Technology,1
2015,FALL,322,0,8.5,3.4,Cornell University,Management Of Technology,1
2015,FALL,332,112,0,3.2,Cornell University,Management Of Technology,1
2015,FALL,332,0,6.5,4,Cornell University,Management Of Technology,1
2015,FALL,328,109,0,3.4,Cornell University,Management Of Technology,1
2015,FALL,261,0,7.5,2,Cornell University,Mechanical Engineering,0
2015,FALL,279,84,0,3.2,Cornell University,Mechanical Engineering,0
2015,FALL,316,0,5.5,2.2,Cornell University,Mechanical Engineering,0
2015,FALL,268,86,0,3.5,Cornell University,Mechanical Engineering,0
2015,FALL,303,0,6.5,2,Cornell University,Mechanical Engineering,0
2015,FALL,330,110,0,3.6,Cornell University,Mechanical Engineering,1
2015,FALL,330,0,8.5,3.3,Cornell University,Mechanical Engineering,1
2015,FALL,339,106,0,3.5,Cornell University,Mechanical Engineering,1
2015,FALL,335,0,7.5,3.5,Cornell University,Mechanical Engineering,1
2015,FALL,339,114,0,4,Cornell University,Mechanical Engineering,1
2015,FALL,261,0,6.5,3.3,Purdue University,Computer Science,0
2015,FALL,293,96,0,2.6,Purdue University,Computer Science,0
2015,FALL,313,0,5.5,2.7,Purdue University,Computer Science,0
2015,FALL,284,99,0,2.7,Purdue University,Computer Science,0
2015,FALL,296,0,5.5,2.1,Purdue University,Computer Science,0
2015,FALL,331,101,0,3.3,Purdue University,Computer Science,1
2015,FALL,332,0,6.5,3.4,Purdue University,Computer Science,1
2015,FALL,340,108,0,4,Purdue University,Computer Science,1
2015,FALL,326,0,9.5,3.7,Purdue University,Computer Science,1
2015,FALL,338,108,0,3.8,Purdue University,Computer Science,1
2015,FALL,284,0,5.5,3.5,Purdue University,Computer Engineering,0
2015,FALL,302,95,0,3.3,Purdue University,Computer Engineering,0
2015,FALL,270,0,7.5,2.5,Purdue University,Computer Engineering,0
2015,FALL,263,99,0,2,Purdue University,Computer Engineering,0
2015,FALL,304,0,6.5,2,Purdue University,Computer Engineering,0
2015,FALL,325,106,0,3.6,Purdue University,Computer Engineering,1
2015,FALL,339,0,6.5,3.8,Purdue University,Computer Engineering,1
2015,FALL,326,102,0,4,Purdue University,Computer Engineering,1
2015,FALL,332,0,7.5,3.3,Purdue University,Computer Engineering,1
2015,FALL,331,117,0,3.3,Purdue University,Computer Engineering,1
2015,FALL,308,0,6.5,3.1,Purdue University,Electrical Engineering,0
2015,FALL,285,82,0,1.7,Purdue University,Electrical Engineering,0
2015,FALL,268,0,6.5,2.8,Purdue University,Electrical Engineering,0
2015,FALL,319,86,0,3.5,Purdue University,Electrical Engineering,0
2015,FALL,272,0,7.5,2.7,Purdue University,Electrical Engineering,0
2015,FALL,338,103,0,3.8,Purdue University,Electrical Engineering,1
2015,FALL,325,0,7.5,3.9,Purdue University,Electrical Engineering,1
2015,FALL,326,103,0,3.2,Purdue University,Electrical Engineering,1
2015,FALL,321,0,8.5,3.1,Purdue University,Electrical Engineering,1
2015,FALL,336,112,0,3.9,Purdue University,Electrical Engineering,1
2015,FALL,289,0,6.5,2,Purdue University,Management Of Technology,0
2015,FALL,302,81,0,2,Purdue University,Management Of Technology,0
2015,FALL,300,0,7.5,1.8,Purdue University,Management Of Technology,0
2015,FALL,272,92,0,3.4,Purdue University,Management Of Technology,0
2015,FALL,270,0,7.5,3.3,Purdue University,Management Of Technology,0
2015,FALL,326,115,0,3.3,Purdue University,Management Of Technology,1
2015,FALL,323,0,9.5,4,Purdue University,Management Of Technology,1
2015,FALL,332,104,0,3.4,Purdue University,Management Of Technology,1
2015,FALL,336,0,7.5,3.6,Purdue University,Management Of Technology,1
2015,FALL,326,110,0,3.2,Purdue University,Management Of Technology,1
2015,FALL,318,0,7.5,2.7,Purdue University,Mechanical Engineering,0
2015,FALL,279,82,0,2.5,Purdue University,Mechanical Engineering,0
2015,FALL,282,0,6.5,1.8,Purdue University,Mechanical Engineering,0
2015,FALL,315,88,0,2.5,Purdue University,Mechanical Engineering,0
2015,FALL,262,0,7.5,2.9,Purdue University,Mechanical Engineering,0
2015,FALL,332,103,0,4,Purdue University,Mechanical Engineering,1
2015,FALL,328,0,8.5,3.2,Purdue University,Mechanical Engineering,1
2015,FALL,333,108,0,3.8,Purdue University,Mechanical Engineering,1
2015,FALL,336,0,8.5,4,Purdue University,Mechanical Engineering,1
2015,FALL,335,117,0,4,Purdue University,Mechanical Engineering,1
2015,FALL,303,0,7.5,3.3,Penn State University,Computer Science,0
2015,FALL,310,83,0,2.6,Penn State University,Computer Science,0
2015,FALL,302,0,6.5,2.3,Penn State University,Computer Science,0
2015,FALL,269,81,0,2.7,Penn State University,Computer Science,0
2015,FALL,288,0,5.5,3.5,Penn State University,Computer Science,0
2015,FALL,326,117,0,3.5,Penn State University,Computer Science,1
2015,FALL,336,0,6.5,3.3,Penn State University,Computer Science,1
2015,FALL,334,106,0,3.1,Penn State University,Computer Science,1
2015,FALL,323,0,6.5,3.5,Penn State University,Computer Science,1
2015,FALL,330,110,0,3.7,Penn State University,Computer Science,1
2015,FALL,276,0,6.5,2.5,Penn State University,Computer Engineering,0
2015,FALL,311,90,0,2.5,Penn State University,Computer Engineering,0
2015,FALL,286,0,6.5,2.7,Penn State University,Computer Engineering,0
2015,FALL,300,99,0,1.6,Penn State University,Computer Engineering,0
2015,FALL,281,0,6.5,2,Penn State University,Computer Engineering,0
2015,FALL,323,118,0,3.7,Penn State University,Computer Engineering,1
2015,FALL,334,0,8.5,3.9,Penn State University,Computer Engineering,1
2015,FALL,326,112,0,4,Penn State University,Computer Engineering,1
2015,FALL,326,0,9.5,3.8,Penn State University,Computer Engineering,1
2015,FALL,322,113,0,3.4,Penn State University,Computer Engineering,1
2015,FALL,262,0,7.5,2.1,Penn State University,Electrical Engineering,0
2015,FALL,305,91,0,2.8,Penn State University,Electrical Engineering,0
2015,FALL,319,0,5.5,2.7,Penn State University,Electrical Engineering,0
2015,FALL,290,86,0,2.6,Penn State University,Electrical Engineering,0
2015,FALL,297,0,6.5,3.5,Penn State University,Electrical Engineering,0
2015,FALL,329,117,0,3.9,Penn State University,Electrical Engineering,1
2015,FALL,326,0,8.5,3.1,Penn State University,Electrical Engineering,1
2015,FALL,332,119,0,3.5,Penn State University,Electrical Engineering,1
2015,FALL,322,0,8.5,3.7,Penn State University,Electrical Engineering,1
2015,FALL,328,117,0,3.7,Penn State University,Electrical Engineering,1
2015,FALL,309,0,5.5,1.9,Penn State University,Management Of Technology,0
2015,FALL,284,84,0,3.4,Penn State University,Management Of Technology,0
2015,FALL,264,0,7.5,2.2,Penn State University,Management Of Technology,0
2015,FALL,270,101,0,3.4,Penn State University,Management Of Technology,0
2015,FALL,267,0,5.5,3.1,Penn State University,Management Of Technology,0
2015,FALL,331,108,0,3.6,Penn State University,Management Of Technology,1
2015,FALL,339,0,8.5,3.3,Penn State University,Management Of Technology,1
2015,FALL,328,103,0,3.4,Penn State University,Management Of Technology,1
2015,FALL,329,0,9.5,3.5,Penn State University,Management Of Technology,1
2015,FALL,331,103,0,3.4,Penn State University,Management Of Technology,1
2015,FALL,267,0,6.5,3.4,Penn State University,Mechanical Engineering,0
2015,FALL,270,91,0,2.5,Penn State University,Mechanical Engineering,0
2015,FALL,284,0,7.5,2.5,Penn State University,Mechanical Engineering,0
2015,FALL,271,102,0,1.9,Penn State University,Mechanical Engineering,0
2015,FALL,266,0,6.5,3.2,Penn State University,Mechanical Engineering,0
2015,FALL,331,118,0,3.1,Penn State University,Mechanical Engineering,1
2015,FALL,329,0,9.5,3.7,Penn State University,Mechanical Engineering,1
2015,FALL,328,117,0,3.9,Penn State University,Mechanical Engineering,1
2015,FALL,340,0,7.5,3.7,Penn State University,Mechanical Engineering,1
2015,FALL,322,114,0,3.5,Penn State University,Mechanical Engineering,1
2015,FALL,282,0,7.5,2.4,"University of California, Los Angeles",Computer Science,0
2015,FALL,296,99,0,2.6,"University of California, Los Angeles",Computer Science,0
2015,FALL,270,0,7.5,2.4,"University of California, Los Angeles",Computer Science,0
2015,FALL,314,102,0,3.4,"University of California, Los Angeles",Computer Science,0
2015,FALL,307,0,5.5,3,"University of California, Los Angeles",Computer Science,0
2015,FALL,329,116,0,3.8,"University of California, Los Angeles",Computer Science,1
2015,FALL,330,0,9.5,3.8,"University of California, Los Angeles",Computer Science,1
2015,FALL,329,102,0,3.2,"University of California, Los Angeles",Computer Science,1
2015,FALL,324,0,9.5,3.5,"University of California, Los Angeles",Computer Science,1
2015,FALL,321,120,0,4,"University of California, Los Angeles",Computer Science,1
2015,FALL,306,0,7.5,2.7,"University of California, Los Angeles",Computer Engineering,0
2015,FALL,308,100,0,1.6,"University of California, Los Angeles",Computer Engineering,0
2015,FALL,314,0,6.5,2.4,"University of California, Los Angeles",Computer Engineering,0
2015,FALL,269,89,0,3.4,"University of California, Los Angeles",Computer Engineering,0
2015,FALL,281,0,7.5,3.1,"University of California, Los Angeles",Computer Engineering,0
2015,FALL,336,116,0,3.7,"University of California, Los Angeles",Computer Engineering,1
2015,FALL,333,0,8.5,3.1,"University of California, Los Angeles",Computer Engineering,1
2015,FALL,324,109,0,3.5,"University of California, Los Angeles",Computer Engineering,1
2015,FALL,336,0,8.5,3.7,"University of California, Los Angeles",Computer Engineering,1
2015,FALL,338,106,0,3.8,"University of California, Los Angeles",Computer Engineering,1
2015,FALL,272,0,7.5,2.4,"University of California, Los Angeles",Electrical Engineering,0
2015,FALL,265,92,0,2.2,"University of California, Los Angeles",Electrical Engineering,0
2015,FALL,307,0,7.5,2.9,"University of California, Los Angeles",Electrical Engineering,0
2015,FALL,308,102,0,2,"University of California, Los Angeles",Electrical Engineering,0
2015,FALL,267,0,6.5,2.2,"University of California, Los Angeles",Electrical Engineering,0
2015,FALL,339,117,0,4,"University of California, Los Angeles",Electrical Engineering,1
2015,FALL,339,0,9.5,3.6,"University of California, Los Angeles",Electrical Engineering,1
2015,FALL,326,115,0,4,"University of California, Los Angeles",Electrical Engineering,1
2015,FALL,334,0,8.5,4,"University of California, Los Angeles",Electrical Engineering,1
2015,FALL,337,114,0,3.4,"University of California, Los Angeles",Electrical Engineering,1
2015,FALL,319,0,6.5,2.5,"University of California, Los Angeles",Management Of Technology,0
2015,FALL,282,100,0,2.6,"University of California, Los Angeles",Management Of Technology,0
2015,FALL,300,0,5.5,2.5,"University of California, Los Angeles",Management Of Technology,0
2015,FALL,303,86,0,2.5,"University of California, Los Angeles",Management Of Technology,0
2015,FALL,315,0,6.5,3.2,"University of California, Los Angeles",Management Of Technology,0
2015,FALL,323,112,0,4,"University of California, Los Angeles",Management Of Technology,1
2015,FALL,324,0,6.5,3.2,"University of California, Los Angeles",Management Of Technology,1
2015,FALL,326,106,0,4,"University of California, Los Angeles",Management Of Technology,1
2015,FALL,336,0,8.5,3.6,"University of California, Los Angeles",Management Of Technology,1
2015,FALL,331,115,0,3.3,"University of California, Los Angeles",Management Of Technology,1
2015,FALL,282,0,7.5,1.8,"University of California, Los Angeles",Mechanical Engineering,0
2015,FALL,307,89,0,3.2,"University of California, Los Angeles",Mechanical Engineering,0
2015,FALL,266,0,7.5,1.7,"University of California, Los Angeles",Mechanical Engineering,0
2015,FALL,304,96,0,2.2,"University of California, Los Angeles",Mechanical Engineering,0
2015,FALL,268,0,7.5,2.8,"University of California, Los Angeles",Mechanical Engineering,0
2015,FALL,337,110,0,3.3,"University of California, Los Angeles",Mechanical Engineering,1
2015,FALL,336,0,7.5,4,"University of California, Los Angeles",Mechanical Engineering,1
2015,FALL,338,116,0,3.3,"University of California, Los Angeles",Mechanical Engineering,1
2015,FALL,330,0,7.5,3.8,"University of California, Los Angeles",Mechanical Engineering,1
2015,FALL,340,113,0,3.3,"University of California, Los Angeles",Mechanical Engineering,1
2015,FALL,306,0,6.5,1.6,The University of Texas at Austin,Computer Science,0
2015,FALL,265,93,0,3.1,The University of Texas at Austin,Computer Science,0
2015,FALL,280,0,5.5,2.5,The University of Texas at Austin,Computer Science,0
2015,FALL,310,84,0,3.1,The University of Texas at Austin,Computer Science,0
2015,FALL,265,0,5.5,2.7,The University of Texas at Austin,Computer Science,0
2015,FALL,333,103,0,3.2,The University of Texas at Austin,Computer Science,1
2015,FALL,327,0,8.5,3.1,The University of Texas at Austin,Computer Science,1
2015,FALL,329,113,0,3.4,The University of Texas at Austin,Computer Science,1
2015,FALL,323,0,7.5,3.8,The University of Texas at Austin,Computer Science,1
2015,FALL,325,111,0,3.2,The University of Texas at Austin,Computer Science,1
2015,FALL,263,0,7.5,2.7,The University of Texas at Austin,Computer Engineering,0
2015,FALL,264,85,0,2.1,The University of Texas at Austin,Computer Engineering,0
2015,FALL,292,0,7.5,2.5,The University of Texas at Austin,Computer Engineering,0
2015,FALL,294,89,0,2.1,The University of Texas at Austin,Computer Engineering,0
2015,FALL,274,0,7.5,1.8,The University of Texas at Austin,Computer Engineering,0
2015,FALL,323,112,0,3.9,The University of Texas at Austin,Computer Engineering,1
2015,FALL,324,0,8.5,4,The University of Texas at Austin,Computer Engineering,1
2015,FALL,331,101,0,3.3,The University of Texas at Austin,Computer Engineering,1
2015,FALL,329,0,7.5,3.6,The University of Texas at Austin,Computer Engineering,1
2015,FALL,325,110,0,3.7,The University of Texas at Austin,Computer Engineering,1
2015,FALL,268,0,5.5,2.8,The University of Texas at Austin,Electrical Engineering,0
2015,FALL,296,81,0,2.3,The University of Texas at Austin,Electrical Engineering,0
2015,FALL,264,0,7.5,2.9,The University of Texas at Austin,Electrical Engineering,0
2015,FALL,285,86,0,2.6,The University of Texas at Austin,Electrical Engineering,0
2015,FALL,290,0,5.5,1.9,The University of Texas at Austin,Electrical Engineering,0
2015,FALL,334,106,0,3.5,The University of Texas at Austin,Electrical Engineering,1
2015,FALL,323,0,6.5,4,The University of Texas at Austin,Electrical Engineering,1
2015,FALL,327,108,0,3.7,The University of Texas at Austin,Electrical Engineering,1
2015,FALL,337,0,7.5,4,The University of Texas at Austin,Electrical Engineering,1
2015,FALL,322,109,0,3.6,The University of Texas at Austin,Electrical Engineering,1
2015,FALL,294,0,7.5,3.2,The University of Texas at Austin,Management Of Technology,0
2015,FALL,278,89,0,2.5,The University of Texas at Austin,Management Of Technology,0
2015,FALL,269,0,6.5,3.5,The University of Texas at Austin,Management Of Technology,0
2015,FALL,297,87,0,2.7,The University of Texas at Austin,Management Of Technology,0
2015,FALL,300,0,7.5,3.1,The University of Texas at Austin,Management Of Technology,0
2015,FALL,336,101,0,3.4,The University of Texas at Austin,Management Of Technology,1
2015,FALL,331,0,6.5,4,The University of Texas at Austin,Management Of Technology,1
2015,FALL,340,105,0,3.3,The University of Texas at Austin,Management Of Technology,1
2015,FALL,325,0,7.5,3.2,The University of Texas at Austin,Management Of Technology,1
2015,FALL,324,102,0,3.2,The University of Texas at Austin,Management Of Technology,1
2015,FALL,300,0,7.5,3.3,The University of Texas at Austin,Mechanical Engineering,0
2015,FALL,311,85,0,2.9,The University of Texas at Austin,Mechanical Engineering,0
2015,FALL,299,0,5.5,2.1,The University of Texas at Austin,Mechanical Engineering,0
2015,FALL,289,97,0,2.5,The University of Texas at Austin,Mechanical Engineering,0
2015,FALL,262,0,6.5,3.5,The University of Texas at Austin,Mechanical Engineering,0
2015,FALL,324,104,0,3.7,The University of Texas at Austin,Mechanical Engineering,1
2015,FALL,339,0,7.5,3.7,The University of Texas at Austin,Mechanical Engineering,1
2015,FALL,333,112,0,3.5,The University of Texas at Austin,Mechanical Engineering,1
2015,FALL,327,0,9.5,3.3,The University of Texas at Austin,Mechanical Engineering,1
2015,FALL,329,112,0,4,The University of Texas at Austin,Mechanical Engineering,1
2015,FALL,309,0,6.5,2.4,University of Pennsylvania,Computer Science,0
2015,FALL,263,93,0,3.3,University of Pennsylvania,Computer Science,0
2015,FALL,304,0,6.5,2.1,University of Pennsylvania,Computer Science,0
2015,FALL,296,94,0,2.9,University of Pennsylvania,Computer Science,0
2015,FALL,296,0,7.5,2.3,University of Pennsylvania,Computer Science,0
2015,FALL,333,104,0,3.4,University of Pennsylvania,Computer Science,1
2015,FALL,330,0,8.5,3.9,University of Pennsylvania,Computer Science,1
2015,FALL,327,115,0,4,University of Pennsylvania,Computer Science,1
2015,FALL,337,0,6.5,3.5,University of Pennsylvania,Computer Science,1
2015,FALL,332,109,0,3.4,University of Pennsylvania,Computer Science,1
2015,FALL,313,0,6.5,3,University of Pennsylvania,Computer Engineering,0
2015,FALL,304,95,0,1.8,University of Pennsylvania,Computer Engineering,0
2015,FALL,302,0,7.5,1.7,University of Pennsylvania,Computer Engineering,0
2015,FALL,296,88,0,2.6,University of Pennsylvania,Computer Engineering,0
2015,FALL,283,0,6.5,3.2,University of Pennsylvania,Computer Engineering,0
2015,FALL,340,112,0,3.6,University of Pennsylvania,Computer Engineering,1
2015,FALL,334,0,7.5,3.9,University of Pennsylvania,Computer Engineering,1
2015,FALL,338,105,0,3.1,University of Pennsylvania,Computer Engineering,1
2015,FALL,327,0,7.5,3.5,University of Pennsylvania,Computer Engineering,1
2015,FALL,328,102,0,3.1,University of Pennsylvania,Computer Engineering,1
2015,FALL,265,0,7.5,3.4,University of Pennsylvania,Electrical Engineering,0
2015,FALL,320,87,0,3.1,University of Pennsylvania,Electrical Engineering,0
2015,FALL,291,0,7.5,2.4,University of Pennsylvania,Electrical Engineering,0
2015,FALL,284,96,0,1.6,University of Pennsylvania,Electrical Engineering,0
2015,FALL,293,0,6.5,2.2,University of Pennsylvania,Electrical Engineering,0
2015,FALL,324,118,0,3.1,University of Pennsylvania,Electrical Engineering,1
2015,FALL,324,0,9.5,3.3,University of Pennsylvania,Electrical Engineering,1
2015,FALL,323,115,0,3.6,University of Pennsylvania,Electrical Engineering,1
2015,FALL,337,0,6.5,3.3,University of Pennsylvania,Electrical Engineering,1
