Year,Term,GRE,TOEFL,IELTS,GPA,University,Department,Admit
2016,SPRING,273,0,7.5,1.9,Stanford University,Computer Science,0
2016,SPRING,256,96,0,2.6,Stanford University,Computer Science,0
2016,SPRING,316,0,7.5,3.7,Stanford University,Computer Science,1
2016,SPRING,318,111,0,2.9,Stanford University,Computer Science,1
2016,SPRING,330,0,8.5,3,Stanford University,Computer Science,1
2016,SPRING,324,104,0,3.2,Stanford University,Computer Science,1
2016,SPRING,327,0,9.5,3,Stanford University,Computer Science,1
2016,SPRING,269,88,0,1.4,Stanford University,Computer Engineering,0
2016,SPRING,309,0,7.5,1.6,Stanford University,Computer Engineering,0
2016,SPRING,290,102,0,1.5,Stanford University,Computer Engineering,0
2016,SPRING,281,0,6.5,2.8,Stanford University,Computer Engineering,0
2016,SPRING,294,99,0,1.8,Stanford University,Computer Engineering,0
2016,SPRING,323,0,7.5,3.2,Stanford University,Computer Engineering,1
2016,SPRING,319,110,0,3.2,Stanford University,Computer Engineering,1
2016,SPRING,329,0,9.5,2.9,Stanford University,Computer Engineering,1
2016,SPRING,317,117,0,3.5,Stanford University,Computer Engineering,1
2016,SPRING,334,0,6.5,3.2,Stanford University,Computer Engineering,1
2016,SPRING,308,93,0,3.1,Stanford University,Electrical Engineering,0
2016,SPRING,300,0,6.5,2.9,Stanford University,Electrical Engineering,0
2016,SPRING,291,98,0,2.3,Stanford University,Electrical Engineering,0
2016,SPRING,279,0,5.5,2,Stanford University,Electrical Engineering,0
2016,SPRING,295,85,0,2.4,Stanford University,Electrical Engineering,0
2016,SPRING,327,0,8.5,3.6,Stanford University,Electrical Engineering,1
2016,SPRING,317,110,0,2.9,Stanford University,Electrical Engineering,1
2016,SPRING,319,0,9.5,3.1,Stanford University,Electrical Engineering,1
2016,SPRING,333,113,0,3.4,Stanford University,Electrical Engineering,1
2016,SPRING,328,0,7.5,3.2,Stanford University,Electrical Engineering,1
2016,SPRING,296,95,0,3,Stanford University,Management Of Technology,0
2016,SPRING,269,0,5.5,3.1,Stanford University,Management Of Technology,0
2016,SPRING,306,100,0,2.8,Stanford University,Management Of Technology,0
2016,SPRING,287,0,7.5,1.8,Stanford University,Management Of Technology,0
2016,SPRING,267,88,0,2.8,Stanford University,Management Of Technology,0
2016,SPRING,331,0,8.5,3.2,Stanford University,Management Of Technology,1
2016,SPRING,319,118,0,3.1,Stanford University,Management Of Technology,1
2016,SPRING,322,0,7.5,3,Stanford University,Management Of Technology,1
2016,SPRING,328,113,0,3.5,Stanford University,Management Of Technology,1
2016,SPRING,323,0,9.5,3.7,Stanford University,Management Of Technology,1
2016,SPRING,292,101,0,2,Stanford University,Mechanical Engineering,0
2016,SPRING,272,0,6.5,2.3,Stanford University,Mechanical Engineering,0
2016,SPRING,301,84,0,1.8,Stanford University,Mechanical Engineering,0
2016,SPRING,268,0,5.5,2.7,Stanford University,Mechanical Engineering,0
2016,SPRING,259,85,0,1.5,Stanford University,Mechanical Engineering,0
2016,SPRING,327,0,9.5,3.3,Stanford University,Mechanical Engineering,1
2016,SPRING,322,120,0,3.5,Stanford University,Mechanical Engineering,1
2016,SPRING,325,0,7.5,3.2,Stanford University,Mechanical Engineering,1
2016,SPRING,321,105,0,3.4,Stanford University,Mechanical Engineering,1
2016,SPRING,332,0,6.5,2.9,Stanford University,Mechanical Engineering,1
2016,SPRING,290,101,0,2.8,Cornell University,Computer Science,0
2016,SPRING,279,0,7.5,2.9,Cornell University,Computer Science,0
2016,SPRING,311,102,0,2.5,Cornell University,Computer Science,0
2016,SPRING,291,0,6.5,1.9,Cornell University,Computer Science,0
2016,SPRING,306,93,0,2,Cornell University,Computer Science,0
2016,SPRING,323,0,6.5,3.3,Cornell University,Computer Science,1
2016,SPRING,319,111,0,3.4,Cornell University,Computer Science,1
2016,SPRING,328,0,9.5,3,Cornell University,Computer Science,1
2016,SPRING,320,109,0,3,Cornell University,Computer Science,1
2016,SPRING,330,0,6.5,3.5,Cornell University,Computer Science,1
2016,SPRING,293,98,0,1.6,Cornell University,Computer Engineering,0
2016,SPRING,311,0,5.5,2.6,Cornell University,Computer Engineering,0
2016,SPRING,291,102,0,1.5,Cornell University,Computer Engineering,0
2016,SPRING,267,0,6.5,2.2,Cornell University,Computer Engineering,0
2016,SPRING,295,89,0,3.1,Cornell University,Computer Engineering,0
2016,SPRING,323,0,6.5,2.9,Cornell University,Computer Engineering,1
2016,SPRING,334,106,0,3.3,Cornell University,Computer Engineering,1
2016,SPRING,318,0,6.5,3.6,Cornell University,Computer Engineering,1
2016,SPRING,317,119,0,3.3,Cornell University,Computer Engineering,1
2016,SPRING,317,0,8.5,3.7,Cornell University,Computer Engineering,1
2016,SPRING,312,82,0,1.4,Cornell University,Electrical Engineering,0
2016,SPRING,271,0,7.5,1.8,Cornell University,Electrical Engineering,0
2016,SPRING,278,91,0,2.8,Cornell University,Electrical Engineering,0
2016,SPRING,272,0,6.5,1.7,Cornell University,Electrical Engineering,0
2016,SPRING,263,102,0,2.9,Cornell University,Electrical Engineering,0
2016,SPRING,332,0,9.5,3.2,Cornell University,Electrical Engineering,1
2016,SPRING,323,101,0,3.1,Cornell University,Electrical Engineering,1
2016,SPRING,327,0,9.5,3.3,Cornell University,Electrical Engineering,1
2016,SPRING,317,115,0,3.8,Cornell University,Electrical Engineering,1
2016,SPRING,316,0,6.5,3,Cornell University,Electrical Engineering,1
2016,SPRING,297,96,0,3,Cornell University,Management Of Technology,0
2016,SPRING,300,0,7.5,2.5,Cornell University,Management Of Technology,0
2016,SPRING,272,92,0,3,Cornell University,Management Of Technology,0
2016,SPRING,286,0,5.5,2.1,Cornell University,Management Of Technology,0
2016,SPRING,277,91,0,1.7,Cornell University,Management Of Technology,0
2016,SPRING,318,0,8.5,3.8,Cornell University,Management Of Technology,1
2016,SPRING,316,108,0,2.9,Cornell University,Management Of Technology,1
2016,SPRING,317,0,8.5,3,Cornell University,Management Of Technology,1
2016,SPRING,327,111,0,3.7,Cornell University,Management Of Technology,1
2016,SPRING,317,0,6.5,3.3,Cornell University,Management Of Technology,1
2016,SPRING,265,90,0,2.5,Cornell University,Mechanical Engineering,0
2016,SPRING,290,0,5.5,2.8,Cornell University,Mechanical Engineering,0
2016,SPRING,273,94,0,1.4,Cornell University,Mechanical Engineering,0
2016,SPRING,279,0,5.5,1.7,Cornell University,Mechanical Engineering,0
2016,SPRING,300,85,0,1.5,Cornell University,Mechanical Engineering,0
2016,SPRING,320,0,6.5,3.1,Cornell University,Mechanical Engineering,1
2016,SPRING,319,102,0,3.5,Cornell University,Mechanical Engineering,1
2016,SPRING,322,0,8.5,3.7,Cornell University,Mechanical Engineering,1
2016,SPRING,320,108,0,3.8,Cornell University,Mechanical Engineering,1
2016,SPRING,320,0,6.5,3.1,Cornell University,Mechanical Engineering,1
2016,SPRING,275,94,0,1.4,Purdue University,Computer Science,0
2016,SPRING,256,0,5.5,3.3,Purdue University,Computer Science,0
2016,SPRING,265,100,0,2.8,Purdue University,Computer Science,0
2016,SPRING,297,0,6.5,2.8,Purdue University,Computer Science,0
2016,SPRING,275,88,0,3.3,Purdue University,Computer Science,0
2016,SPRING,332,0,6.5,3.8,Purdue University,Computer Science,1
2016,SPRING,324,103,0,3.1,Purdue University,Computer Science,1
2016,SPRING,335,0,6.5,3,Purdue University,Computer Science,1
2016,SPRING,330,104,0,3.3,Purdue University,Computer Science,1
2016,SPRING,329,0,9.5,3,Purdue University,Computer Science,1
2016,SPRING,313,92,0,1.5,Purdue University,Computer Engineering,0
2016,SPRING,270,0,7.5,2.9,Purdue University,Computer Engineering,0
2016,SPRING,301,89,0,2.1,Purdue University,Computer Engineering,0
2016,SPRING,277,0,6.5,2.1,Purdue University,Computer Engineering,0
2016,SPRING,314,95,0,2.6,Purdue University,Computer Engineering,0
2016,SPRING,326,0,8.5,3.1,Purdue University,Computer Engineering,1
2016,SPRING,320,118,0,3.1,Purdue University,Computer Engineering,1
2016,SPRING,322,0,6.5,3.1,Purdue University,Computer Engineering,1
2016,SPRING,316,114,0,3.3,Purdue University,Computer Engineering,1
2016,SPRING,334,0,6.5,3.1,Purdue University,Computer Engineering,1
2016,SPRING,262,97,0,2.3,Purdue University,Electrical Engineering,0
2016,SPRING,278,0,5.5,3,Purdue University,Electrical Engineering,0
2016,SPRING,276,83,0,2.5,Purdue University,Electrical Engineering,0
2016,SPRING,310,0,7.5,1.6,Purdue University,Electrical Engineering,0
2016,SPRING,297,88,0,2,Purdue University,Electrical Engineering,0
2016,SPRING,334,0,9.5,3,Purdue University,Electrical Engineering,1
2016,SPRING,328,117,0,3.4,Purdue University,Electrical Engineering,1
2016,SPRING,332,0,6.5,3.5,Purdue University,Electrical Engineering,1
2016,SPRING,330,107,0,3.5,Purdue University,Electrical Engineering,1
2016,SPRING,321,0,7.5,2.9,Purdue University,Electrical Engineering,1
2016,SPRING,275,102,0,3.1,Purdue University,Management Of Technology,0
2016,SPRING,296,0,6.5,2,Purdue University,Management Of Technology,0
2016,SPRING,300,86,0,1.8,Purdue University,Management Of Technology,0
2016,SPRING,270,0,5.5,2.9,Purdue University,Management Of Technology,0
2016,SPRING,270,93,0,3,Purdue University,Management Of Technology,0
2016,SPRING,332,0,7.5,3.4,Purdue University,Management Of Technology,1
2016,SPRING,318,115,0,3.1,Purdue University,Management Of Technology,1
2016,SPRING,317,0,6.5,3.5,Purdue University,Management Of Technology,1
2016,SPRING,332,114,0,3.6,Purdue University,Management Of Technology,1
2016,SPRING,319,0,7.5,3.3,Purdue University,Management Of Technology,1
2016,SPRING,303,99,0,2.6,Purdue University,Mechanical Engineering,0
2016,SPRING,270,0,7.5,2,Purdue University,Mechanical Engineering,0
2016,SPRING,258,93,0,2.4,Purdue University,Mechanical Engineering,0
2016,SPRING,297,0,7.5,3.1,Purdue University,Mechanical Engineering,0
2016,SPRING,304,83,0,1.5,Purdue University,Mechanical Engineering,0
2016,SPRING,317,0,6.5,3.2,Purdue University,Mechanical Engineering,1
2016,SPRING,322,117,0,3.2,Purdue University,Mechanical Engineering,1
2016,SPRING,318,0,7.5,3.7,Purdue University,Mechanical Engineering,1
2016,SPRING,327,107,0,2.9,Purdue University,Mechanical Engineering,1
2016,SPRING,320,0,6.5,3.7,Purdue University,Mechanical Engineering,1
2016,SPRING,269,98,0,2.1,Penn State University,Computer Science,0
2016,SPRING,273,0,5.5,3.3,Penn State University,Computer Science,0
2016,SPRING,258,91,0,3.3,Penn State University,Computer Science,0
2016,SPRING,273,0,5.5,2.9,Penn State University,Computer Science,0
2016,SPRING,289,95,0,2.3,Penn State University,Computer Science,0
2016,SPRING,319,0,7.5,3.1,Penn State University,Computer Science,1
2016,SPRING,327,105,0,3,Penn State University,Computer Science,1
2016,SPRING,333,0,6.5,3.6,Penn State University,Computer Science,1
2016,SPRING,330,120,0,3.3,Penn State University,Computer Science,1
2016,SPRING,326,0,9.5,3.4,Penn State University,Computer Science,1
2016,SPRING,297,87,0,2.7,Penn State University,Computer Engineering,0
2016,SPRING,262,0,6.5,1.9,Penn State University,Computer Engineering,0
2016,SPRING,294,85,0,2.7,Penn State University,Computer Engineering,0
2016,SPRING,292,0,6.5,1.9,Penn State University,Computer Engineering,0
2016,SPRING,294,101,0,2,Penn State University,Computer Engineering,0
2016,SPRING,331,0,9.5,3.7,Penn State University,Computer Engineering,1
2016,SPRING,319,102,0,3.6,Penn State University,Computer Engineering,1
2016,SPRING,334,0,8.5,3.8,Penn State University,Computer Engineering,1
2016,SPRING,326,112,0,3.7,Penn State University,Computer Engineering,1
2016,SPRING,331,0,6.5,3.4,Penn State University,Computer Engineering,1
2016,SPRING,259,86,0,2.8,Penn State University,Electrical Engineering,0
2016,SPRING,278,0,6.5,2.1,Penn State University,Electrical Engineering,0
2016,SPRING,285,87,0,3,Penn State University,Electrical Engineering,0
2016,SPRING,262,0,6.5,1.6,Penn State University,Electrical Engineering,0
2016,SPRING,270,84,0,2,Penn State University,Electrical Engineering,0
2016,SPRING,316,0,6.5,3.3,Penn State University,Electrical Engineering,1
2016,SPRING,331,113,0,3.5,Penn State University,Electrical Engineering,1
2016,SPRING,322,0,9.5,3.2,Penn State University,Electrical Engineering,1
2016,SPRING,334,115,0,3.6,Penn State University,Electrical Engineering,1
2016,SPRING,325,0,9.5,3.8,Penn State University,Electrical Engineering,1
2016,SPRING,300,102,0,2.2,Penn State University,Management Of Technology,0
2016,SPRING,275,0,5.5,1.7,Penn State University,Management Of Technology,0
2016,SPRING,295,91,0,1.4,Penn State University,Management Of Technology,0
2016,SPRING,293,0,6.5,1.9,Penn State University,Management Of Technology,0
2016,SPRING,258,88,0,3.1,Penn State University,Management Of Technology,0
2016,SPRING,329,0,9.5,3.6,Penn State University,Management Of Technology,1
2016,SPRING,326,120,0,3.7,Penn State University,Management Of Technology,1
2016,SPRING,331,0,9.5,3.7,Penn State University,Management Of Technology,1
2016,SPRING,323,119,0,2.9,Penn State University,Management Of Technology,1
2016,SPRING,322,0,6.5,3.2,Penn State University,Management Of Technology,1
2016,SPRING,295,91,0,2.3,Penn State University,Mechanical Engineering,0
2016,SPRING,283,0,6.5,2.8,Penn State University,Mechanical Engineering,0
2016,SPRING,303,86,0,1.8,Penn State University,Mechanical Engineering,0
2016,SPRING,277,0,5.5,2.1,Penn State University,Mechanical Engineering,0
2016,SPRING,308,81,0,1.4,Penn State University,Mechanical Engineering,0
2016,SPRING,332,0,9.5,2.9,Penn State University,Mechanical Engineering,1
2016,SPRING,320,107,0,2.9,Penn State University,Mechanical Engineering,1
2016,SPRING,318,0,9.5,3.8,Penn State University,Mechanical Engineering,1
2016,SPRING,319,111,0,3.7,Penn State University,Mechanical Engineering,1
2016,SPRING,316,0,6.5,2.9,Penn State University,Mechanical Engineering,1
2016,SPRING,313,86,0,3.2,"University of California, Los Angeles",Computer Science,0
2016,SPRING,315,0,6.5,2.9,"University of California, Los Angeles",Computer Science,0
2016,SPRING,270,82,0,2.7,"University of California, Los Angeles",Computer Science,0
2016,SPRING,261,0,5.5,1.4,"University of California, Los Angeles",Computer Science,0
2016,SPRING,259,92,0,2.5,"University of California, Los Angeles",Computer Science,0
2016,SPRING,335,0,8.5,3.2,"University of California, Los Angeles",Computer Science,1
2016,SPRING,334,116,0,3.8,"University of California, Los Angeles",Computer Science,1
2016,SPRING,321,0,8.5,3.6,"University of California, Los Angeles",Computer Science,1
2016,SPRING,319,107,0,3,"University of California, Los Angeles",Computer Science,1
2016,SPRING,320,0,8.5,3.4,"University of California, Los Angeles",Computer Science,1
2016,SPRING,304,85,0,2,"University of California, Los Angeles",Computer Engineering,0
2016,SPRING,267,0,6.5,2.1,"University of California, Los Angeles",Computer Engineering,0
2016,SPRING,288,83,0,2.7,"University of California, Los Angeles",Computer Engineering,0
2016,SPRING,278,0,5.5,3,"University of California, Los Angeles",Computer Engineering,0
2016,SPRING,285,97,0,2.5,"University of California, Los Angeles",Computer Engineering,0
2016,SPRING,329,0,8.5,3.7,"University of California, Los Angeles",Computer Engineering,1
2016,SPRING,331,118,0,3.3,"University of California, Los Angeles",Computer Engineering,1
2016,SPRING,324,0,7.5,3.4,"University of California, Los Angeles",Computer Engineering,1
2016,SPRING,321,110,0,3,"University of California, Los Angeles",Computer Engineering,1
2016,SPRING,319,0,6.5,3.4,"University of California, Los Angeles",Computer Engineering,1
2016,SPRING,263,89,0,2.5,"University of California, Los Angeles",Electrical Engineering,0
2016,SPRING,295,0,6.5,2.3,"University of California, Los Angeles",Electrical Engineering,0
2016,SPRING,287,92,0,1.7,"University of California, Los Angeles",Electrical Engineering,0
2016,SPRING,274,0,7.5,3.2,"University of California, Los Angeles",Electrical Engineering,0
2016,SPRING,265,87,0,1.8,"University of California, Los Angeles",Electrical Engineering,0
2016,SPRING,324,0,9.5,3.1,"University of California, Los Angeles",Electrical Engineering,1
2016,SPRING,318,114,0,3,"University of California, Los Angeles",Electrical Engineering,1
2016,SPRING,331,0,8.5,3.3,"University of California, Los Angeles",Electrical Engineering,1
2016,SPRING,332,113,0,3,"University of California, Los Angeles",Electrical Engineering,1
2016,SPRING,319,0,9.5,3.6,"University of California, Los Angeles",Electrical Engineering,1
2016,SPRING,307,85,0,3,"University of California, Los Angeles",Management Of Technology,0
2016,SPRING,260,0,7.5,3.1,"University of California, Los Angeles",Management Of Technology,0
2016,SPRING,282,82,0,2.3,"University of California, Los Angeles",Management Of Technology,0
2016,SPRING,283,0,6.5,1.8,"University of California, Los Angeles",Management Of Technology,0
2016,SPRING,259,98,0,2.4,"University of California, Los Angeles",Management Of Technology,0
2016,SPRING,325,0,9.5,3.6,"University of California, Los Angeles",Management Of Technology,1
2016,SPRING,320,117,0,3.5,"University of California, Los Angeles",Management Of Technology,1
2016,SPRING,328,0,9.5,3.4,"University of California, Los Angeles",Management Of Technology,1
2016,SPRING,333,107,0,3.1,"University of California, Los Angeles",Management Of Technology,1
2016,SPRING,323,0,6.5,3.8,"University of California, Los Angeles",Management Of Technology,1
2016,SPRING,260,102,0,2.1,"University of California, Los Angeles",Mechanical Engineering,0
2016,SPRING,275,0,7.5,1.9,"University of California, Los Angeles",Mechanical Engineering,0
2016,SPRING,271,89,0,2.4,"University of California, Los Angeles",Mechanical Engineering,0
2016,SPRING,315,0,6.5,3.3,"University of California, Los Angeles",Mechanical Engineering,0
2016,SPRING,270,92,0,1.7,"University of California, Los Angeles",Mechanical Engineering,0
2016,SPRING,324,0,6.5,3.1,"University of California, Los Angeles",Mechanical Engineering,1
2016,SPRING,326,101,0,2.9,"University of California, Los Angeles",Mechanical Engineering,1
2016,SPRING,334,0,8.5,2.9,"University of California, Los Angeles",Mechanical Engineering,1
2016,SPRING,331,116,0,3.5,"University of California, Los Angeles",Mechanical Engineering,1
2016,SPRING,319,0,7.5,2.9,"University of California, Los Angeles",Mechanical Engineering,1
2016,SPRING,311,91,0,2.2,The University of Texas at Austin,Computer Science,0
2016,SPRING,292,0,6.5,3.2,The University of Texas at Austin,Computer Science,0
2016,SPRING,301,90,0,2.3,The University of Texas at Austin,Computer Science,0
2016,SPRING,300,0,6.5,2.4,The University of Texas at Austin,Computer Science,0
2016,SPRING,288,87,0,2.2,The University of Texas at Austin,Computer Science,0
2016,SPRING,316,0,8.5,3.3,The University of Texas at Austin,Computer Science,1
2016,SPRING,319,116,0,3,The University of Texas at Austin,Computer Science,1
2016,SPRING,326,0,8.5,3.1,The University of Texas at Austin,Computer Science,1
2016,SPRING,316,105,0,3.4,The University of Texas at Austin,Computer Science,1
2016,SPRING,317,0,7.5,3.5,The University of Texas at Austin,Computer Science,1
2016,SPRING,283,97,0,1.7,The University of Texas at Austin,Computer Engineering,0
2016,SPRING,301,0,6.5,1.5,The University of Texas at Austin,Computer Engineering,0
2016,SPRING,306,83,0,1.5,The University of Texas at Austin,Computer Engineering,0
2016,SPRING,256,0,6.5,3,The University of Texas at Austin,Computer Engineering,0
2016,SPRING,295,92,0,1.8,The University of Texas at Austin,Computer Engineering,0
2016,SPRING,318,0,8.5,3.6,The University of Texas at Austin,Computer Engineering,1
2016,SPRING,325,120,0,3.1,The University of Texas at Austin,Computer Engineering,1
2016,SPRING,331,0,9.5,3.5,The University of Texas at Austin,Computer Engineering,1
2016,SPRING,317,101,0,3,The University of Texas at Austin,Computer Engineering,1
2016,SPRING,328,0,6.5,3.3,The University of Texas at Austin,Computer Engineering,1
2016,SPRING,283,97,0,1.5,The University of Texas at Austin,Electrical Engineering,0
2016,SPRING,274,0,5.5,1.7,The University of Texas at Austin,Electrical Engineering,0
2016,SPRING,262,101,0,1.6,The University of Texas at Austin,Electrical Engineering,0
2016,SPRING,270,0,6.5,3,The University of Texas at Austin,Electrical Engineering,0
2016,SPRING,309,83,0,1.4,The University of Texas at Austin,Electrical Engineering,0
2016,SPRING,324,0,7.5,2.9,The University of Texas at Austin,Electrical Engineering,1
2016,SPRING,326,115,0,3.8,The University of Texas at Austin,Electrical Engineering,1
2016,SPRING,325,0,7.5,3.1,The University of Texas at Austin,Electrical Engineering,1
2016,SPRING,326,120,0,3.1,The University of Texas at Austin,Electrical Engineering,1
2016,SPRING,327,0,9.5,3.8,The University of Texas at Austin,Electrical Engineering,1
2016,SPRING,294,97,0,3.3,The University of Texas at Austin,Management Of Technology,0
2016,SPRING,259,0,5.5,1.4,The University of Texas at Austin,Management Of Technology,0
2016,SPRING,291,101,0,2.6,The University of Texas at Austin,Management Of Technology,0
2016,SPRING,262,0,6.5,2.5,The University of Texas at Austin,Management Of Technology,0
2016,SPRING,278,92,0,1.9,The University of Texas at Austin,Management Of Technology,0
2016,SPRING,317,0,9.5,3.3,The University of Texas at Austin,Management Of Technology,1
2016,SPRING,318,102,0,3.6,The University of Texas at Austin,Management Of Technology,1
2016,SPRING,324,0,8.5,3.1,The University of Texas at Austin,Management Of Technology,1
2016,SPRING,329,111,0,3.3,The University of Texas at Austin,Management Of Technology,1
2016,SPRING,328,0,7.5,3.4,The University of Texas at Austin,Management Of Technology,1
2016,SPRING,270,85,0,3,The University of Texas at Austin,Mechanical Engineering,0
2016,SPRING,260,0,6.5,2.1,The University of Texas at Austin,Mechanical Engineering,0
2016,SPRING,281,83,0,2.3,The University of Texas at Austin,Mechanical Engineering,0
2016,SPRING,281,0,7.5,2.4,The University of Texas at Austin,Mechanical Engineering,0
2016,SPRING,258,90,0,2.2,The University of Texas at Austin,Mechanical Engineering,0
2016,SPRING,321,0,9.5,3.6,The University of Texas at Austin,Mechanical Engineering,1
2016,SPRING,319,119,0,3.4,The University of Texas at Austin,Mechanical Engineering,1
2016,SPRING,331,0,8.5,3.6,The University of Texas at Austin,Mechanical Engineering,1
2016,SPRING,316,105,0,3.3,The University of Texas at Austin,Mechanical Engineering,1
2016,SPRING,334,0,9.5,3.1,The University of Texas at Austin,Mechanical Engineering,1
2016,SPRING,302,98,0,2.9,University of Pennsylvania,Computer Science,0
2016,SPRING,257,0,6.5,1.9,University of Pennsylvania,Computer Science,0
2016,SPRING,262,91,0,2.8,University of Pennsylvania,Computer Science,0
2016,SPRING,291,0,5.5,3.2,University of Pennsylvania,Computer Science,0
2016,SPRING,259,96,0,3,University of Pennsylvania,Computer Science,0
2016,SPRING,316,0,8.5,2.9,University of Pennsylvania,Computer Science,1
2016,SPRING,333,107,0,3.1,University of Pennsylvania,Computer Science,1
2016,SPRING,318,0,8.5,3.2,University of Pennsylvania,Computer Science,1
2016,SPRING,333,108,0,3.5,University of Pennsylvania,Computer Science,1
2016,SPRING,334,0,7.5,3.5,University of Pennsylvania,Computer Science,1
2016,SPRING,297,87,0,1.8,University of Pennsylvania,Computer Engineering,0
2016,SPRING,288,0,7.5,1.4,University of Pennsylvania,Computer Engineering,0
2016,SPRING,272,88,0,3,University of Pennsylvania,Computer Engineering,0
2016,SPRING,299,0,5.5,2.9,University of Pennsylvania,Computer Engineering,0
2016,SPRING,280,96,0,1.5,University of Pennsylvania,Computer Engineering,0
2016,SPRING,334,0,7.5,3.1,University of Pennsylvania,Computer Engineering,1
2016,SPRING,326,120,0,3.4,University of Pennsylvania,Computer Engineering,1
2016,SPRING,322,0,7.5,3.8,University of Pennsylvania,Computer Engineering,1
2016,SPRING,327,114,0,3.1,University of Pennsylvania,Computer Engineering,1
